Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2022.0,4.0,3.0,20.6,13.0,13.4,20.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,6.0,1.4,0.6,0.8,1.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,7.0,2.4,1.8,1.8,1.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,9.0,2.8,2.8,2.8,2.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,10.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,11.0,18.4,17.2,18.2,18.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,12.0,11.8,11.8,11.8,11.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,14.0,5.4,3.6,5.2,5.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,15.0,15.8,13.8,13.8,14.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,16.0,4.4,4.4,4.4,4.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,18.0,15.6,2.8,4.2,7.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,19.0,4.8,4.2,4.4,4.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,20.0,3.2,1.6,3.2,3.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,21.0,10.0,4.8,5.0,7.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,23.0,6.8,6.8,6.8,6.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,25.0,18.4,9.8,12.0,12.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,28.0,1.4,1.2,1.4,1.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,30.0,13.4,13.4,13.4,13.4,,,,,
Choa Chu Kang (Central),2022.0,5.0,1.0,1.4,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2022.0,5.0,2.0,3.0,2.4,2.6,2.8,,,,,
Choa Chu Kang (Central),2022.0,5.0,3.0,13.2,8.2,10.0,12.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,4.0,28.0,11.0,16.8,19.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,7.0,16.4,7.2,7.8,9.4,,,,,
Choa Chu Kang (Central),2022.0,5.0,8.0,0.6,0.2,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,11.0,6.8,3.6,3.8,4.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,14.0,47.2,22.8,27.2,27.2,,,,,
Choa Chu Kang (Central),2022.0,5.0,15.0,1.6,1.6,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,5.0,16.0,34.6,14.2,17.8,21.2,,,,,
Choa Chu Kang (Central),2022.0,5.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,19.0,22.2,8.6,11.8,13.8,,,,,
Choa Chu Kang (Central),2022.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,23.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,5.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,25.0,6.2,4.4,4.8,5.6,,,,,
Choa Chu Kang (Central),2022.0,5.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,31.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,3.0,0.8,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,4.0,55.0,23.0,40.2,54.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,5.0,9.2,9.0,9.0,9.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,8.0,2.8,2.4,2.6,2.6,,,,,
Choa Chu Kang (Central),2022.0,6.0,9.0,0.6,0.4,0.6,0.6,,,,,
Choa Chu Kang (Central),2022.0,6.0,10.0,1.6,1.6,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,6.0,11.0,7.2,3.8,4.8,6.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,12.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,13.0,9.2,4.8,4.8,4.8,,,,,
Choa Chu Kang (Central),2022.0,6.0,14.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,15.0,0.8,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,16.0,5.8,2.6,3.2,4.8,,,,,
Choa Chu Kang (Central),2022.0,6.0,17.0,0.0,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,18.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,20.0,26.0,15.4,20.4,23.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,21.0,48.0,30.2,45.0,48.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,23.0,3.2,2.4,2.4,2.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,24.0,29.6,26.2,29.2,29.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,25.0,6.0,4.4,4.8,4.8,,,,,
Choa Chu Kang (Central),2022.0,6.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,28.0,13.6,11.0,11.2,11.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,30.0,2.4,1.2,1.2,1.8,,,,,
Choa Chu Kang (Central),2022.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,5.0,1.6,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,6.0,10.0,10.0,10.0,10.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,8.0,6.4,5.0,5.4,6.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,10.0,7.6,7.6,7.6,7.6,,,,,
Choa Chu Kang (Central),2022.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,20.0,27.8,18.4,20.6,21.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,22.0,1.2,0.8,1.0,1.2,,,,,
Choa Chu Kang (Central),2022.0,7.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,24.0,2.2,1.8,2.0,2.2,,,,,
Choa Chu Kang (Central),2022.0,7.0,25.0,18.4,16.6,16.8,16.8,,,,,
Choa Chu Kang (Central),2022.0,7.0,26.0,37.0,30.8,36.0,37.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,28.0,4.8,4.2,4.4,4.4,,,,,
Choa Chu Kang (Central),2022.0,7.0,29.0,21.0,10.2,12.8,13.8,,,,,
Choa Chu Kang (Central),2022.0,7.0,30.0,0.0,0.0,0.0,0.4,,,,,
Choa Chu Kang (Central),2022.0,7.0,31.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,1.0,2.6,2.6,2.6,2.6,,,,,
Choa Chu Kang (Central),2022.0,8.0,2.0,16.6,4.6,7.4,13.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,3.0,43.0,13.4,20.0,26.6,,,,,
Choa Chu Kang (Central),2022.0,8.0,4.0,1.6,0.8,1.6,9.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,7.0,17.4,12.6,15.6,16.8,,,,,
Choa Chu Kang (Central),2022.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,13.0,15.4,13.8,14.8,15.2,,,,,
Choa Chu Kang (Central),2022.0,8.0,14.0,18.2,15.0,17.4,18.2,,,,,
Choa Chu Kang (Central),2022.0,8.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,16.0,17.8,14.4,16.6,17.2,,,,,
Choa Chu Kang (Central),2022.0,8.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,18.0,29.6,24.2,26.8,26.8,,,,,
Choa Chu Kang (Central),2022.0,8.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,20.0,33.8,12.8,22.8,22.8,,,,,
Choa Chu Kang (Central),2022.0,8.0,21.0,27.8,15.6,22.8,27.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,22.0,3.0,3.0,3.0,3.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,23.0,12.0,6.0,6.0,6.0,,,,,
Choa Chu Kang (Central),2022.0,8.0,24.0,5.8,4.2,4.6,4.8,,,,,
Choa Chu Kang (Central),2022.0,8.0,25.0,7.8,6.4,7.2,7.2,,,,,
Choa Chu Kang (Central),2022.0,8.0,26.0,22.8,12.8,14.4,15.6,,,,,
Choa Chu Kang (Central),2022.0,8.0,27.0,32.8,14.8,19.8,28.2,,,,,
Choa Chu Kang (Central),2022.0,8.0,28.0,2.2,2.2,2.2,2.2,,,,,
Choa Chu Kang (Central),2022.0,8.0,29.0,3.8,2.0,3.2,3.8,,,,,
Choa Chu Kang (Central),2022.0,8.0,30.0,9.8,9.8,9.8,9.8,,,,,
Choa Chu Kang (Central),2022.0,8.0,31.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,2.0,8.4,6.6,6.8,6.8,,,,,
Choa Chu Kang (Central),2022.0,9.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,4.0,20.0,12.8,15.4,17.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,5.0,24.2,21.4,23.8,24.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,7.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,9.0,1.2,0.6,0.8,1.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,11.0,5.0,4.8,4.8,4.8,,,,,
Choa Chu Kang (Central),2022.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,13.0,2.6,1.4,2.6,2.6,,,,,
Choa Chu Kang (Central),2022.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,18.0,49.0,12.8,20.4,37.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,22.0,37.0,13.2,17.4,27.4,,,,,
Choa Chu Kang (Central),2022.0,9.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,24.0,11.4,8.2,10.4,11.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,25.0,70.0,20.2,29.4,46.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,29.0,8.0,6.4,7.8,8.0,,,,,
Choa Chu Kang (Central),2022.0,9.0,30.0,2.8,2.8,2.8,2.8,,,,,
Choa Chu Kang (Central),2022.0,10.0,1.0,5.2,3.6,4.6,5.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,2.0,22.2,7.0,12.0,17.8,,,,,
Choa Chu Kang (Central),2022.0,10.0,3.0,46.2,30.8,41.4,45.8,,,,,
Choa Chu Kang (Central),2022.0,10.0,4.0,37.0,25.8,35.6,36.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,5.0,69.8,28.6,42.4,58.6,,,,,
Choa Chu Kang (Central),2022.0,10.0,6.0,32.2,20.4,28.4,30.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,7.0,18.6,12.0,14.6,15.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,9.0,3.4,3.0,3.2,3.4,,,,,
Choa Chu Kang (Central),2022.0,10.0,10.0,12.2,5.2,7.2,8.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,11.0,7.0,4.4,5.0,7.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,12.0,12.8,12.2,12.2,12.4,,,,,
Choa Chu Kang (Central),2022.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,14.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,16.0,45.6,13.8,17.8,23.4,,,,,
Choa Chu Kang (Central),2022.0,10.0,17.0,9.8,7.2,9.0,9.6,,,,,
Choa Chu Kang (Central),2022.0,10.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,21.0,11.4,5.2,7.6,10.4,,,,,
Choa Chu Kang (Central),2022.0,10.0,22.0,2.8,1.2,1.8,2.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,24.0,0.4,0.2,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,10.0,25.0,46.6,32.8,40.2,43.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,26.0,6.8,1.8,3.0,5.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,27.0,2.2,1.8,2.0,2.2,,,,,
Choa Chu Kang (Central),2022.0,10.0,28.0,2.0,0.6,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,10.0,30.0,49.8,30.0,36.4,49.6,,,,,
Choa Chu Kang (Central),2022.0,10.0,31.0,3.6,3.0,31.8,40.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,1.0,0.4,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,11.0,3.0,0.4,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,4.0,25.6,12.0,17.2,17.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,5.0,21.4,14.8,23.2,25.0,,,,,
Choa Chu Kang (Central),2022.0,11.0,6.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,7.0,9.0,4.4,6.0,7.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,8.0,22.0,9.6,17.4,21.6,,,,,
Choa Chu Kang (Central),2022.0,11.0,9.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,10.0,28.0,19.4,19.4,19.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,11.0,4.8,2.6,2.6,2.8,,,,,
Choa Chu Kang (Central),2022.0,11.0,12.0,25.8,13.2,16.2,19.6,,,,,
Choa Chu Kang (Central),2022.0,11.0,13.0,8.4,4.0,5.6,5.8,,,,,
Choa Chu Kang (Central),2022.0,11.0,14.0,67.6,38.6,54.2,64.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,15.0,5.6,4.4,5.0,5.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,16.0,2.6,0.8,1.0,1.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,17.0,1.2,1.0,1.0,1.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,11.0,19.0,8.0,1.8,2.8,4.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,20.0,1.8,1.0,1.4,1.8,,,,,
Choa Chu Kang (Central),2022.0,11.0,21.0,1.0,0.6,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,11.0,22.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,23.0,3.4,1.6,2.0,3.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,24.0,39.4,24.0,39.4,39.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,25.0,7.2,14.0,37.0,44.8,,,,,
Choa Chu Kang (Central),2022.0,11.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,11.0,27.0,4.8,4.2,4.2,4.2,,,,,
Choa Chu Kang (Central),2022.0,11.0,28.0,7.6,5.0,6.8,7.4,,,,,
Choa Chu Kang (Central),2022.0,11.0,29.0,38.6,29.2,38.4,38.6,,,,,
Choa Chu Kang (Central),2022.0,11.0,30.0,32.6,25.8,28.6,30.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,1.0,9.4,3.6,4.8,7.6,,,,,
Choa Chu Kang (Central),2022.0,12.0,2.0,4.2,2.2,2.2,2.8,,,,,
Choa Chu Kang (Central),2022.0,12.0,3.0,2.2,1.0,1.8,2.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,4.0,25.0,21.4,23.2,24.6,,,,,
Choa Chu Kang (Central),2022.0,12.0,5.0,20.2,16.6,17.4,17.4,,,,,
Choa Chu Kang (Central),2022.0,12.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,7.0,10.0,9.6,9.8,9.8,,,,,
Choa Chu Kang (Central),2022.0,12.0,8.0,44.0,37.2,42.8,43.6,,,,,
Choa Chu Kang (Central),2022.0,12.0,9.0,7.2,5.4,6.2,6.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,10.0,0.0,0.0,0.0,0.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,11.0,31.6,8.2,14.6,24.4,,,,,
Choa Chu Kang (Central),2022.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,13.0,3.0,0.8,1.2,1.6,,,,,
Choa Chu Kang (Central),2022.0,12.0,14.0,1.4,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,15.0,2.6,0.6,0.6,1.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,16.0,11.4,7.0,8.6,10.8,,,,,
Choa Chu Kang (Central),2022.0,12.0,17.0,31.6,29.8,31.4,31.6,,,,,
Choa Chu Kang (Central),2022.0,12.0,18.0,5.8,5.4,5.8,5.8,,,,,
Choa Chu Kang (Central),2022.0,12.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,20.0,13.8,10.2,12.8,13.8,,,,,
Choa Chu Kang (Central),2022.0,12.0,21.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,23.0,16.4,9.0,9.2,9.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,24.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,25.0,0.8,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2022.0,12.0,26.0,0.0,0.0,0.0,0.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,27.0,4.2,3.4,4.0,4.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,28.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2022.0,12.0,29.0,2.4,2.2,2.2,2.4,,,,,
Choa Chu Kang (Central),2022.0,12.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,12.0,31.0,1.2,1.0,1.2,1.2,,,,,
Choa Chu Kang (Central),2023.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,3.0,16.6,9.6,9.6,16.6,,,,,
Choa Chu Kang (Central),2023.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,5.0,0.6,0.4,0.6,0.6,,,,,
Choa Chu Kang (Central),2023.0,1.0,6.0,0.4,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2023.0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,11.0,5.0,3.6,5.0,5.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,13.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2023.0,1.0,14.0,23.4,12.4,21.6,23.2,,,,,
Choa Chu Kang (Central),2023.0,1.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,19.0,1.6,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,20.0,8.6,2.6,4.8,5.0,,,,,
Choa Chu Kang (Central),2023.0,1.0,21.0,0.4,0.4,0.4,0.4,,,,,
