Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2018.0,9.0,11.0,0.2,0.2,0.2,0.2,26.5,30.1,24.6,5.8,28.4
Admiralty,2018.0,9.0,12.0,0.0,0.0,0.0,0.0,27.8,31.4,22.6,6.1,30.2
Admiralty,2018.0,9.0,13.0,0.0,0.0,0.0,0.0,29.3,33.1,26.0,5.4,28.8
Admiralty,2018.0,9.0,14.0,0.0,0.0,0.0,0.0,29.2,32.9,26.7,7.2,36.7
Admiralty,2018.0,9.0,15.0,0.0,0.0,0.0,0.0,28.8,31.8,27.3,6.1,23.8
Admiralty,2018.0,9.0,16.0,0.0,0.0,0.0,0.0,28.4,31.1,27.1,6.5,25.9
Admiralty,2018.0,9.0,17.0,0.0,0.0,0.0,0.0,28.8,32.4,25.7,6.8,33.8
Admiralty,2018.0,9.0,18.0,0.0,0.0,0.0,0.0,27.5,30.8,24.6,6.5,29.9
Admiralty,2018.0,9.0,19.0,17.8,15.4,15.8,15.8,26.4,32.5,23.1,6.8,31.7
Admiralty,2018.0,9.0,20.0,15.4,7.2,9.4,10.0,26.3,32.0,22.3,6.5,45.7
Admiralty,2018.0,9.0,21.0,37.0,26.8,35.6,36.8,25.8,31.4,22.0,5.0,52.2
Admiralty,2018.0,9.0,22.0,0.2,0.2,0.2,0.2,26.8,31.2,24.7,6.1,30.2
Admiralty,2018.0,9.0,23.0,0.0,0.0,0.0,0.0,28.9,33.9,24.4,6.5,27.4
Admiralty,2018.0,9.0,24.0,0.0,0.0,0.0,0.0,29.4,34.0,25.5,7.2,27.0
Admiralty,2018.0,9.0,25.0,0.0,0.0,0.0,0.0,29.3,34.1,26.1,8.3,27.0
Admiralty,2018.0,9.0,26.0,61.2,37.2,58.6,60.0,28.2,33.2,23.0,7.9,27.4
Admiralty,2018.0,9.0,27.0,0.0,0.0,0.0,0.0,29.2,33.8,25.5,6.1,25.6
Admiralty,2018.0,9.0,28.0,0.0,0.0,0.0,0.0,29.7,33.6,26.7,7.2,29.9
Admiralty,2018.0,9.0,29.0,0.0,0.0,0.0,0.0,29.7,35.2,27.1,8.3,32.4
Admiralty,2018.0,9.0,30.0,0.2,0.2,0.2,0.2,29.2,33.1,27.3,9.4,33.5
Admiralty,2018.0,10.0,1.0,0.0,0.0,0.0,0.0,29.5,33.5,27.3,9.4,33.1
Admiralty,2018.0,10.0,2.0,0.0,0.0,0.0,0.0,29.9,34.3,26.9,6.8,25.6
Admiralty,2018.0,10.0,3.0,0.0,0.0,0.0,0.0,29.4,34.3,26.5,6.5,31.3
Admiralty,2018.0,10.0,4.0,0.0,0.0,0.0,0.0,30.0,34.1,27.9,9.0,37.8
Admiralty,2018.0,10.0,5.0,0.0,0.0,0.0,0.0,29.9,34.1,26.4,7.9,33.1
Admiralty,2018.0,10.0,6.0,14.6,10.8,13.0,13.2,27.7,33.1,24.7,7.9,33.1
Admiralty,2018.0,10.0,7.0,17.8,16.0,17.8,17.8,26.5,30.5,23.6,7.6,30.2
Admiralty,2018.0,10.0,8.0,28.2,12.6,15.4,27.6,26.2,31.6,23.9,5.4,34.9
Admiralty,2018.0,10.0,9.0,10.0,4.4,6.2,7.0,25.9,30.4,24.2,4.7,24.1
Admiralty,2018.0,10.0,10.0,43.2,25.0,33.8,40.2,25.9,31.7,23.4,5.4,27.7
Admiralty,2018.0,10.0,11.0,60.6,43.6,55.0,60.2,26.3,32.2,23.1,6.8,35.3
Admiralty,2018.0,10.0,12.0,6.0,1.8,3.0,4.4,26.5,30.0,24.4,7.9,31.7
Admiralty,2018.0,10.0,13.0,0.6,0.2,0.4,0.4,26.7,29.2,24.6,5.0,18.4
Admiralty,2018.0,10.0,14.0,11.6,2.8,4.8,7.0,25.5,27.1,23.7,5.8,39.6
Admiralty,2018.0,10.0,15.0,0.0,0.0,0.0,0.0,28.1,33.5,24.9,6.5,30.6
Admiralty,2018.0,10.0,16.0,0.0,0.0,0.0,0.0,27.2,33.2,25.1,6.1,41.0
Admiralty,2018.0,10.0,17.0,0.0,0.0,0.0,0.0,27.2,30.7,25.0,5.8,23.8
Admiralty,2018.0,10.0,18.0,0.0,0.0,0.0,0.0,26.4,28.6,23.2,8.3,40.7
Admiralty,2018.0,10.0,19.0,2.0,0.8,1.0,1.8,27.8,31.7,24.1,7.9,32.0
Admiralty,2018.0,10.0,20.0,0.0,0.0,0.0,0.0,29.0,33.4,26.4,6.5,25.2
Admiralty,2018.0,10.0,21.0,0.0,0.0,0.0,0.0,28.5,33.6,25.8,6.5,32.4
Admiralty,2018.0,10.0,22.0,0.8,0.4,0.8,0.8,28.3,35.4,24.5,7.6,38.2
Admiralty,2018.0,10.0,23.0,9.6,4.8,8.0,9.2,26.9,33.3,23.6,6.5,54.7
Admiralty,2018.0,10.0,24.0,0.0,0.0,0.0,0.0,26.9,32.0,25.2,7.9,30.2
Admiralty,2018.0,10.0,25.0,8.4,6.2,8.2,8.4,26.8,31.3,24.3,5.8,31.0
Admiralty,2018.0,10.0,26.0,20.2,19.0,20.2,20.2,27.6,34.3,24.0,5.8,51.5
Admiralty,2018.0,10.0,27.0,0.4,0.4,0.4,0.4,27.4,31.4,24.9,6.1,31.0
Admiralty,2018.0,10.0,28.0,10.8,9.8,10.0,10.2,26.7,32.5,23.9,6.1,39.2
Admiralty,2018.0,10.0,29.0,4.8,2.6,4.0,4.2,26.9,33.2,24.5,5.8,38.5
Admiralty,2018.0,10.0,30.0,4.0,1.8,1.8,3.2,27.1,33.1,25.2,6.5,28.1
Admiralty,2018.0,10.0,31.0,0.2,0.2,0.2,0.2,27.0,30.5,24.8,9.4,34.2
Admiralty,2018.0,11.0,1.0,2.0,1.0,1.2,1.4,26.4,29.1,24.8,9.4,41.8
Admiralty,2018.0,11.0,2.0,2.2,1.8,2.0,2.2,26.5,29.2,24.4,8.3,42.1
Admiralty,2018.0,11.0,3.0,5.8,2.6,2.6,3.2,26.6,31.0,25.1,5.0,25.2
Admiralty,2018.0,11.0,4.0,4.4,2.4,2.4,4.4,27.1,32.2,25.0,7.2,33.1
Admiralty,2018.0,11.0,5.0,3.2,2.8,3.2,3.2,27.0,33.0,25.0,5.4,24.5
Admiralty,2018.0,11.0,6.0,6.6,2.2,2.2,3.2,26.6,33.0,23.7,7.6,38.2
Admiralty,2018.0,11.0,7.0,0.2,0.2,0.2,0.2,28.0,32.7,24.7,7.2,27.7
Admiralty,2018.0,11.0,8.0,10.4,1.8,3.4,5.6,27.5,33.5,24.1,8.6,34.2
Admiralty,2018.0,11.0,9.0,16.8,14.6,16.6,16.8,26.8,29.8,24.4,6.5,26.6
Admiralty,2018.0,11.0,10.0,8.4,5.8,5.8,7.8,27.4,34.0,24.9,5.8,37.1
Admiralty,2018.0,11.0,11.0,9.7,4.4,8.0,9.0,26.3,31.9,23.7,6.1,47.2
Admiralty,2018.0,11.0,12.0,59.2,46.4,56.2,59.2,27.2,33.6,23.6,6.5,47.5
Admiralty,2018.0,11.0,13.0,14.2,10.0,13.4,14.2,26.9,31.0,23.6,6.5,24.5
Admiralty,2018.0,11.0,14.0,10.0,4.8,8.0,9.6,27.4,31.1,23.9,5.8,20.5
Admiralty,2018.0,11.0,15.0,15.0,7.6,12.4,13.8,26.0,30.5,23.3,6.5,40.3
Admiralty,2018.0,11.0,16.0,0.2,0.2,0.2,0.2,27.9,33.0,24.5,5.8,22.3
Admiralty,2018.0,11.0,17.0,11.2,8.6,9.8,10.8,27.3,31.3,22.0,6.8,61.2
Admiralty,2018.0,11.0,18.0,0.4,0.2,0.4,0.4,26.9,32.0,24.1,6.5,26.3
Admiralty,2018.0,11.0,19.0,14.6,8.0,10.8,13.8,26.7,32.6,23.8,6.5,31.3
Admiralty,2018.0,11.0,20.0,0.6,0.6,0.6,0.6,27.4,31.6,23.7,6.5,30.2
Admiralty,2018.0,11.0,21.0,40.0,32.8,37.0,37.2,26.3,29.6,22.7,7.6,49.7
Admiralty,2018.0,11.0,22.0,49.0,23.0,35.8,38.6,26.6,30.1,22.9,6.1,30.6
Admiralty,2018.0,11.0,23.0,1.0,1.0,1.0,1.0,27.7,31.6,25.1,8.6,34.2
Admiralty,2018.0,11.0,24.0,0.2,0.2,0.2,0.2,27.9,32.2,24.6,7.6,26.3
Admiralty,2018.0,11.0,25.0,11.2,11.2,11.2,11.2,28.1,31.0,23.0,6.5,43.9
Admiralty,2018.0,11.0,26.0,1.6,0.8,1.2,1.2,27.9,32.1,24.7,7.9,26.6
Admiralty,2018.0,11.0,27.0,2.8,2.8,2.8,2.8,26.8,28.6,24.3,7.6,32.4
Admiralty,2018.0,11.0,28.0,2.8,2.2,2.8,2.8,27.5,31.1,25.7,8.6,30.2
Admiralty,2018.0,11.0,29.0,3.6,2.2,2.4,2.4,27.6,31.6,25.3,7.9,47.2
Admiralty,2018.0,11.0,30.0,0.4,0.2,0.2,0.2,27.3,30.1,25.4,9.7,31.0
Admiralty,2018.0,12.0,1.0,49.2,27.8,40.6,43.2,26.4,31.1,23.6,9.7,43.9
Admiralty,2018.0,12.0,2.0,2.2,0.8,0.8,0.8,26.4,32.0,24.5,9.7,50.8
Admiralty,2018.0,12.0,3.0,5.6,4.8,5.2,5.2,26.4,30.4,24.7,5.8,23.8
Admiralty,2018.0,12.0,4.0,1.6,1.6,1.6,1.6,27.9,33.4,24.7,8.3,29.2
Admiralty,2018.0,12.0,5.0,29.0,15.4,21.6,28.8,26.8,31.7,23.7,7.6,39.6
Admiralty,2018.0,12.0,6.0,0.8,0.6,0.6,0.6,26.5,30.8,25.1,6.5,23.8
Admiralty,2018.0,12.0,7.0,11.0,7.2,10.6,10.6,26.9,31.8,24.8,6.1,24.1
Admiralty,2018.0,12.0,8.0,15.6,14.0,14.2,14.4,26.6,32.7,23.8,6.1,48.2
Admiralty,2018.0,12.0,9.0,0.0,0.0,0.0,0.0,27.8,32.8,25.3,7.6,33.5
Admiralty,2018.0,12.0,10.0,6.4,5.6,6.2,6.4,27.3,32.6,24.8,7.2,33.5
Admiralty,2018.0,12.0,11.0,35.8,20.6,22.6,22.6,25.9,32.3,24.0,7.9,37.1
Admiralty,2018.0,12.0,12.0,4.2,3.0,4.2,4.2,26.5,31.0,24.8,6.5,43.6
Admiralty,2018.0,12.0,13.0,0.0,0.0,0.0,0.0,26.0,29.1,25.0,9.0,32.4
Admiralty,2018.0,12.0,14.0,0.0,0.0,0.0,0.0,26.6,29.2,24.6,9.7,32.0
Admiralty,2018.0,12.0,15.0,25.6,17.8,18.6,18.6,26.3,32.4,24.0,6.1,25.2
Admiralty,2018.0,12.0,16.0,11.8,8.2,9.6,9.6,26.5,32.4,24.0,7.2,40.7
Admiralty,2018.0,12.0,17.0,1.4,1.4,1.4,1.4,27.2,31.6,24.5,6.5,22.0
Admiralty,2018.0,12.0,18.0,0.4,0.2,0.2,0.2,27.8,31.8,25.3,9.0,29.9
Admiralty,2018.0,12.0,19.0,5.4,5.4,5.4,5.4,27.6,33.4,25.8,8.6,32.8
Admiralty,2018.0,12.0,20.0,2.4,2.0,2.4,2.4,27.6,34.2,25.1,11.9,33.1
Admiralty,2018.0,12.0,21.0,0.0,0.0,0.0,0.0,27.6,32.1,25.3,12.2,52.2
Admiralty,2018.0,12.0,22.0,0.0,0.0,0.0,0.0,28.0,32.2,25.4,12.6,37.8
Admiralty,2018.0,12.0,23.0,0.0,0.0,0.0,0.0,28.0,33.3,25.3,6.8,28.8
Admiralty,2018.0,12.0,24.0,0.2,0.2,0.2,0.2,28.4,33.6,25.6,8.6,34.6
Admiralty,2018.0,12.0,25.0,0.0,0.0,0.0,0.0,28.2,32.0,26.2,7.9,42.8
Admiralty,2018.0,12.0,26.0,0.6,0.6,0.6,0.6,27.8,32.0,23.6,10.8,43.6
Admiralty,2018.0,12.0,27.0,0.0,0.0,0.0,0.0,27.3,30.2,25.2,8.6,31.7
Admiralty,2018.0,12.0,28.0,0.0,0.0,0.0,0.0,28.8,32.4,26.1,10.4,33.5
Admiralty,2018.0,12.0,29.0,0.2,0.2,0.2,0.2,27.6,30.3,24.5,7.2,29.9
Admiralty,2018.0,12.0,30.0,0.2,0.2,0.2,0.2,28.4,33.8,26.0,9.7,31.3
Admiralty,2018.0,12.0,31.0,36.2,29.2,33.2,35.2,27.0,31.5,23.8,10.8,51.1
Admiralty,2019.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,33.1,24.8,9.0,48.2
Admiralty,2019.0,1.0,2.0,0.0,0.0,0.0,0.0,28.4,32.1,25.8,11.5,35.6
Admiralty,2019.0,1.0,3.0,0.0,0.0,0.0,0.0,28.7,31.2,26.6,16.2,51.1
Admiralty,2019.0,1.0,4.0,0.0,0.0,0.0,0.0,29.0,31.8,26.9,13.0,38.5
Admiralty,2019.0,1.0,5.0,0.2,0.2,0.2,0.2,28.0,33.0,26.4,9.4,29.2
Admiralty,2019.0,1.0,6.0,0.0,0.0,0.0,0.0,28.1,31.6,26.0,15.8,45.7
Admiralty,2019.0,1.0,7.0,0.0,0.0,0.0,0.0,28.2,31.9,26.1,18.7,45.7
Admiralty,2019.0,1.0,8.0,0.0,0.0,0.0,0.0,27.7,31.2,25.6,14.0,37.1
Admiralty,2019.0,1.0,9.0,0.0,0.0,0.0,0.0,27.9,31.6,25.8,16.9,46.8
Admiralty,2019.0,1.0,10.0,0.0,0.0,0.0,0.0,28.2,32.0,25.8,17.6,47.5
Admiralty,2019.0,1.0,11.0,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Admiralty,2019.0,1.0,12.0,2.0,1.4,1.6,2.0,28.1,33.2,25.2,13.0,36.0
Admiralty,2019.0,1.0,13.0,9.0,4.0,5.8,8.4,27.1,31.9,25.3,11.5,43.6
Admiralty,2019.0,1.0,14.0,0.4,0.4,0.4,0.4,27.4,31.9,25.1,13.7,39.2
Admiralty,2019.0,1.0,15.0,0.0,0.0,0.0,0.0,28.0,32.0,25.2,11.5,32.0
Admiralty,2019.0,1.0,16.0,0.0,0.0,0.0,0.0,27.8,31.4,25.2,14.0,40.7
Admiralty,2019.0,1.0,17.0,45.8,16.4,25.4,36.2,25.8,30.9,24.0,10.8,39.6
Admiralty,2019.0,1.0,18.0,44.4,13.4,17.0,23.6,25.6,28.2,23.1,13.3,41.8
Admiralty,2019.0,1.0,19.0,0.0,0.0,0.0,0.0,27.1,30.8,24.5,13.7,44.3
Admiralty,2019.0,1.0,20.0,0.0,0.0,0.0,0.0,27.7,32.1,25.0,15.1,43.6
Admiralty,2019.0,1.0,21.0,2.8,2.6,2.6,2.8,27.7,31.8,25.5,14.8,45.0
Admiralty,2019.0,1.0,22.0,0.0,0.0,0.0,0.0,27.3,30.4,25.2,14.8,44.6
Admiralty,2019.0,1.0,23.0,0.0,0.0,0.0,0.0,27.5,31.1,25.4,19.8,58.7
Admiralty,2019.0,1.0,24.0,0.6,0.6,0.6,0.6,26.9,30.4,25.1,16.6,49.0
Admiralty,2019.0,1.0,25.0,0.0,0.0,0.0,0.0,26.7,29.7,24.7,15.8,45.4
Admiralty,2019.0,1.0,26.0,0.0,0.0,0.0,0.0,26.6,29.8,24.6,16.2,45.0
Admiralty,2019.0,1.0,27.0,0.2,0.2,0.2,0.2,27.3,31.5,25.3,19.1,46.8
Admiralty,2019.0,1.0,28.0,0.4,0.2,0.2,0.2,26.2,28.6,24.6,15.8,48.6
Admiralty,2019.0,1.0,29.0,0.2,0.2,0.2,0.2,27.3,31.5,25.1,18.7,50.4
Admiralty,2019.0,1.0,30.0,0.0,0.0,0.0,0.0,27.4,31.2,25.2,17.3,46.4
Admiralty,2019.0,1.0,31.0,0.0,0.0,0.0,0.0,27.1,31.0,25.2,14.4,41.8
Admiralty,2019.0,2.0,1.0,0.0,0.0,0.0,0.0,27.7,32.0,25.0,17.3,45.0
Admiralty,2019.0,2.0,2.0,0.0,0.0,0.0,0.0,27.6,31.3,25.4,16.9,41.8
Admiralty,2019.0,2.0,3.0,0.0,0.0,0.0,0.0,27.8,33.0,25.4,16.9,46.1
Admiralty,2019.0,2.0,4.0,1.0,1.0,1.0,1.0,27.9,33.1,25.4,13.0,50.0
Admiralty,2019.0,2.0,5.0,0.0,0.0,0.0,0.0,27.7,32.2,25.1,13.3,43.9
Admiralty,2019.0,2.0,6.0,0.0,0.0,0.0,0.0,27.4,32.6,24.5,14.4,39.2
Admiralty,2019.0,2.0,7.0,4.0,3.8,3.8,3.8,27.3,33.5,24.8,13.7,42.8
Admiralty,2019.0,2.0,8.0,0.0,0.0,0.0,0.0,28.1,33.8,25.0,12.6,36.0
Admiralty,2019.0,2.0,9.0,0.0,0.0,0.0,0.0,28.4,34.8,25.4,13.0,41.8
Admiralty,2019.0,2.0,10.0,0.0,0.0,0.0,0.0,28.0,32.7,25.6,16.2,46.8
Admiralty,2019.0,2.0,11.0,0.0,0.0,0.0,0.0,27.3,31.8,24.7,16.6,46.1
Admiralty,2019.0,2.0,12.0,0.0,0.0,0.0,0.0,28.1,33.3,24.6,15.1,42.1
Admiralty,2019.0,2.0,13.0,0.0,0.0,0.0,0.0,28.0,31.7,25.8,18.4,43.9
Admiralty,2019.0,2.0,14.0,0.0,0.0,0.0,0.0,28.2,32.3,26.3,19.8,49.0
Admiralty,2019.0,2.0,15.0,0.0,0.0,0.0,0.0,27.6,31.9,25.4,16.9,45.4
Admiralty,2019.0,2.0,16.0,0.0,0.0,0.0,0.0,27.6,32.9,24.5,15.5,39.2
Admiralty,2019.0,2.0,17.0,32.4,20.6,21.2,24.6,26.8,33.4,23.6,10.1,33.1
Admiralty,2019.0,2.0,18.0,15.4,14.0,14.0,15.2,26.4,30.4,21.4,9.4,32.4
Admiralty,2019.0,2.0,19.0,38.6,24.4,33.2,38.6,27.3,32.1,24.1,10.8,34.6
Admiralty,2019.0,2.0,20.0,22.8,22.6,22.6,22.6,27.5,31.2,23.5,10.8,44.3
Admiralty,2019.0,2.0,21.0,0.0,0.0,0.0,0.0,28.0,32.3,25.1,18.0,45.0
Admiralty,2019.0,2.0,22.0,0.0,0.0,0.0,0.0,28.0,33.5,25.0,14.4,40.7
Admiralty,2019.0,2.0,23.0,0.0,0.0,0.0,0.0,27.9,32.7,25.3,14.0,35.6
Admiralty,2019.0,2.0,24.0,0.0,0.0,0.0,0.0,27.6,32.4,24.7,13.3,38.5
Admiralty,2019.0,2.0,25.0,0.0,0.0,0.0,0.0,28.1,33.3,25.3,15.1,38.5
Admiralty,2019.0,2.0,26.0,0.0,0.0,0.0,0.0,28.0,31.7,26.0,18.7,48.6
Admiralty,2019.0,2.0,27.0,0.0,0.0,0.0,0.0,27.7,32.5,25.8,18.4,47.2
Admiralty,2019.0,2.0,28.0,0.0,0.0,0.0,0.0,27.8,31.7,25.8,16.2,46.1
Admiralty,2019.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,31.8,25.5,16.9,47.9
Admiralty,2019.0,3.0,2.0,0.0,0.0,0.0,0.0,27.9,34.1,25.3,15.1,38.9
Admiralty,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,27.5,34.3,24.5,13.7,36.0
Admiralty,2019.0,3.0,4.0,43.0,30.2,40.4,43.0,27.5,33.8,23.8,11.9,35.6
Admiralty,2019.0,3.0,5.0,2.4,2.2,2.2,2.2,28.1,34.1,25.0,11.2,37.8
Admiralty,2019.0,3.0,6.0,0.0,0.0,0.0,0.0,28.0,31.4,26.2,13.0,43.9
Admiralty,2019.0,3.0,7.0,1.6,1.6,1.6,1.6,28.6,33.3,26.7,9.4,38.9
Admiralty,2019.0,3.0,8.0,0.0,0.0,0.0,0.0,28.7,33.9,26.4,12.2,33.1
Admiralty,2019.0,3.0,9.0,0.0,0.0,0.0,0.0,28.7,35.1,26.3,12.6,33.1
Admiralty,2019.0,3.0,10.0,1.6,1.6,1.6,1.6,29.0,34.7,26.2,11.2,32.0
Admiralty,2019.0,3.0,11.0,33.6,15.6,24.6,33.0,26.4,32.6,21.5,7.9,48.6
Admiralty,2019.0,3.0,12.0,1.6,1.6,1.6,1.6,28.1,33.8,24.5,9.0,36.0
Admiralty,2019.0,3.0,13.0,0.0,0.0,0.0,0.0,28.9,34.3,26.0,13.0,33.8
Admiralty,2019.0,3.0,14.0,0.0,0.0,0.0,0.0,28.5,33.6,25.2,14.8,39.2
Admiralty,2019.0,3.0,15.0,0.0,0.0,0.0,0.0,28.4,33.6,25.6,12.2,41.4
Admiralty,2019.0,3.0,16.0,0.0,0.0,0.0,0.0,28.0,33.1,24.8,13.7,36.7
Admiralty,2019.0,3.0,17.0,0.0,0.0,0.0,0.0,28.4,33.4,25.4,14.8,39.2
Admiralty,2019.0,3.0,18.0,0.0,0.0,0.0,0.0,28.4,33.8,24.8,14.8,38.5
Admiralty,2019.0,3.0,19.0,0.0,0.0,0.0,0.0,28.6,34.0,25.5,14.4,40.0
Admiralty,2019.0,3.0,20.0,0.0,0.0,0.0,0.0,28.8,32.5,26.3,14.0,37.8
Admiralty,2019.0,3.0,21.0,70.6,37.8,58.4,69.8,27.6,33.9,22.1,11.5,50.0
Admiralty,2019.0,3.0,22.0,0.0,0.0,0.0,0.0,28.6,35.2,24.8,7.6,32.4
Admiralty,2019.0,3.0,23.0,2.0,2.0,2.0,2.0,29.2,35.4,26.4,9.0,29.9
Admiralty,2019.0,3.0,24.0,4.4,4.2,4.4,4.4,28.3,35.2,25.3,9.0,49.0
Admiralty,2019.0,3.0,25.0,0.0,0.0,0.0,0.0,28.5,34.3,26.1,10.8,37.4
Admiralty,2019.0,3.0,26.0,0.0,0.0,0.0,0.0,29.1,32.8,26.4,16.6,39.6
Admiralty,2019.0,3.0,27.0,0.0,0.0,0.0,0.0,29.3,33.7,26.2,15.8,41.4
Admiralty,2019.0,3.0,28.0,48.6,30.6,41.8,47.4,27.3,33.4,21.5,9.0,46.4
Admiralty,2019.0,3.0,29.0,0.0,0.0,0.0,0.0,28.8,33.2,24.9,7.9,24.5
Admiralty,2019.0,3.0,30.0,0.4,0.4,0.4,0.4,27.9,33.3,23.3,6.8,49.7
Admiralty,2019.0,3.0,31.0,0.0,0.0,0.0,0.0,28.5,32.0,26.5,6.8,22.3
Admiralty,2019.0,4.0,1.0,1.4,1.0,1.0,1.2,27.5,32.1,24.6,7.6,31.7
Admiralty,2019.0,4.0,2.0,0.0,0.0,0.0,0.0,27.8,33.3,26.1,7.9,38.5
Admiralty,2019.0,4.0,3.0,17.4,12.8,14.6,15.4,26.8,32.3,22.2,7.9,45.7
Admiralty,2019.0,4.0,4.0,0.0,0.0,0.0,0.0,28.6,34.3,25.7,12.6,36.0
Admiralty,2019.0,4.0,5.0,0.0,0.0,0.0,0.0,28.4,34.2,26.3,11.2,38.2
Admiralty,2019.0,4.0,6.0,0.0,0.0,0.0,0.0,28.7,34.4,25.5,13.0,43.2
Admiralty,2019.0,4.0,7.0,0.0,0.0,0.0,0.0,29.2,36.0,25.7,11.2,33.5
Admiralty,2019.0,4.0,8.0,0.0,0.0,0.0,0.0,28.9,33.4,26.5,13.7,38.5
Admiralty,2019.0,4.0,9.0,0.6,0.6,0.6,0.6,28.5,33.3,26.7,10.8,33.8
Admiralty,2019.0,4.0,10.0,31.8,27.8,31.8,31.8,27.9,33.1,23.8,9.0,45.4
Admiralty,2019.0,4.0,11.0,0.6,0.4,0.6,0.6,27.7,32.4,25.8,6.8,22.0
Admiralty,2019.0,4.0,12.0,0.6,0.6,0.6,0.6,28.4,33.6,26.0,6.1,26.3
Admiralty,2019.0,4.0,13.0,0.0,0.0,0.0,0.0,29.7,34.3,26.6,6.1,29.5
Admiralty,2019.0,4.0,14.0,26.2,13.4,16.2,20.2,27.8,31.2,23.6,7.9,32.8
Admiralty,2019.0,4.0,15.0,0.0,0.0,0.0,0.0,29.4,35.8,25.5,8.3,39.6
Admiralty,2019.0,4.0,16.0,0.0,0.0,0.0,0.0,29.8,35.0,27.2,9.4,27.4
Admiralty,2019.0,4.0,17.0,0.0,0.0,0.0,0.0,30.1,34.6,27.0,8.3,28.4
Admiralty,2019.0,4.0,18.0,0.4,0.4,0.4,0.4,29.9,34.7,27.2,9.7,32.8
Admiralty,2019.0,4.0,19.0,4.0,2.4,3.6,4.0,28.8,35.0,25.1,8.6,48.2
Admiralty,2019.0,4.0,20.0,1.0,1.0,1.0,1.0,27.6,32.0,26.2,6.5,27.0
Admiralty,2019.0,4.0,21.0,1.6,1.6,1.6,1.6,29.0,34.1,25.7,6.5,26.3
Admiralty,2019.0,4.0,22.0,0.0,0.0,0.0,0.0,28.8,33.3,26.9,6.5,22.7
Admiralty,2019.0,4.0,23.0,7.0,5.6,5.8,7.0,27.4,32.2,25.0,6.8,32.8
Admiralty,2019.0,4.0,24.0,0.8,0.8,0.8,0.8,28.3,32.6,25.7,5.8,33.8
Admiralty,2019.0,4.0,25.0,45.0,31.2,44.8,45.0,28.0,32.0,24.9,6.1,32.4
Admiralty,2019.0,4.0,26.0,45.2,12.2,19.4,34.2,25.8,28.5,23.5,7.2,36.7
Admiralty,2019.0,4.0,27.0,1.6,1.2,1.2,1.4,27.2,31.0,24.7,5.8,25.9
Admiralty,2019.0,4.0,28.0,0.2,0.2,0.2,0.2,29.3,35.3,25.7,8.3,31.3
Admiralty,2019.0,4.0,29.0,2.8,1.4,1.8,2.0,28.3,34.7,24.9,10.4,36.0
Admiralty,2019.0,4.0,30.0,0.0,0.0,0.0,0.0,28.1,32.3,25.2,7.6,25.9
Admiralty,2019.0,5.0,1.0,0.0,0.0,0.0,0.0,29.4,34.1,26.5,8.6,29.2
Admiralty,2019.0,5.0,2.0,4.8,4.4,4.4,4.8,29.0,34.5,26.8,7.9,26.3
Admiralty,2019.0,5.0,3.0,0.0,0.0,0.0,0.0,29.4,33.5,27.0,8.6,27.7
Admiralty,2019.0,5.0,4.0,0.0,0.0,0.0,0.0,28.9,31.8,26.9,5.8,29.9
Admiralty,2019.0,5.0,5.0,0.0,0.0,0.0,0.0,28.2,31.4,26.1,10.4,34.9
Admiralty,2019.0,5.0,6.0,0.0,0.0,0.0,0.0,29.6,32.9,27.5,10.4,39.6
Admiralty,2019.0,5.0,7.0,0.0,0.0,0.0,0.0,30.1,33.1,27.8,8.3,33.5
Admiralty,2019.0,5.0,8.0,36.4,12.0,16.6,19.2,26.9,30.0,23.7,6.8,48.2
Admiralty,2019.0,5.0,9.0,0.0,0.0,0.0,0.0,29.2,32.1,27.0,7.9,36.7
Admiralty,2019.0,5.0,10.0,1.2,1.2,1.2,1.2,29.5,33.0,24.7,7.6,47.5
Admiralty,2019.0,5.0,11.0,0.0,0.0,0.0,0.0,29.2,32.1,27.1,6.5,28.1
Admiralty,2019.0,5.0,12.0,2.6,2.6,2.6,2.6,29.1,34.0,26.2,6.8,38.5
Admiralty,2019.0,5.0,13.0,0.2,0.2,0.2,0.2,28.1,32.8,26.3,7.2,35.6
Admiralty,2019.0,5.0,14.0,23.4,15.2,20.8,23.2,28.3,33.4,25.1,7.6,41.4
Admiralty,2019.0,5.0,15.0,41.0,14.2,26.2,34.2,28.0,34.2,25.4,7.2,37.1
Admiralty,2019.0,5.0,16.0,1.2,1.2,1.2,1.2,28.1,31.2,25.6,6.1,38.9
Admiralty,2019.0,5.0,17.0,0.8,0.8,0.8,0.8,27.7,30.6,24.8,7.6,24.8
Admiralty,2019.0,5.0,18.0,0.0,0.0,0.0,0.0,29.1,32.7,26.2,6.1,27.4
Admiralty,2019.0,5.0,19.0,1.4,0.8,1.4,1.4,27.6,29.5,23.8,5.8,35.6
Admiralty,2019.0,5.0,20.0,0.6,0.6,0.6,0.6,28.6,32.8,26.0,5.8,23.8
