Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2020,5,13,7.6,5.2,5.6,7.6,28.5,30.5,25.3,20.0,75.2
Pasir Panjang,2020,5,14,0.0,0.0,0.0,0.0,29.2,32.1,27.1,19.4,36.7
Pasir Panjang,2020,5,15,0.0,0.0,0.0,0.0,29.8,32.4,28.1,16.5,36.7
Pasir Panjang,2020,5,16,0.0,0.0,0.0,0.0,30.3,32.7,29.3,10.8,31.7
Pasir Panjang,2020,5,17,63.8,38.0,49.8,49.8,28.7,31.6,24.7,17.7,84.6
Pasir Panjang,2020,5,18,1.2,0.8,1.6,3.0,29.2,31.5,26.3,14.5,43.9
Pasir Panjang,2020,5,19,0.0,0.0,0.0,0.0,30.5,32.6,29.1,13.0,32.4
Pasir Panjang,2020,5,20,19.8,17.6,18.8,19.0,28.7,31.3,23.9,17.0,62.6
Pasir Panjang,2020,5,21,0.0,0.0,0.0,0.0,29.6,32.0,27.8,20.8,52.2
Pasir Panjang,2020,5,22,39.0,17.2,25.4,28.6,28.3,33.0,24.4,20.6,65.2
Pasir Panjang,2020,5,23,0.2,0.2,0.2,0.2,27.9,29.7,25.5,16.8,39.6
Pasir Panjang,2020,5,24,0.0,0.0,0.0,0.0,29.8,32.4,27.8,16.6,34.3
Pasir Panjang,2020,5,25,0.0,0.0,0.0,0.0,30.1,32.9,28.2,16.3,42.4
Pasir Panjang,2020,5,26,0.4,0.2,0.4,0.4,29.8,32.5,28.4,18.0,60.7
Pasir Panjang,2020,5,27,2.4,0.8,1.2,1.4,28.7,31.4,27.2,18.3,58.7
Pasir Panjang,2020,5,28,0.2,0.2,0.2,0.2,29.7,32.0,27.4,13.6,35.9
Pasir Panjang,2020,5,29,0.2,0.2,0.2,0.2,29.2,31.5,27.6,16.3,51.5
Pasir Panjang,2020,5,30,0.0,0.0,0.0,0.0,29.0,32.0,27.4,19.7,56.5
Pasir Panjang,2020,5,31,0.0,0.0,0.0,0.0,29.1,31.5,27.7,19.7,46.5
Pasir Panjang,2020,6,1,0.8,     0.6,-,-,27.8,29.5,25.9,17.7,45.4
Pasir Panjang,2020,6,2,0.0,     0.0,-,-,29.4,31.3,26.8,15.5,36.3
Pasir Panjang,2020,6,3,0.0,     0.0,     0.0,     0.0,29.8,31.6,28.9,10.7,28.5
Pasir Panjang,2020,6,4,3.2,     1.6,     1.8,     2.0,28.7,31.4,25.5,16.1,46.1
Pasir Panjang,2020,6,5,0.0,-,-,-,28.5,30.3,26.8,13.3,45.4
Pasir Panjang,2020,6,6,3.4,-,-,-,28.0,29.4,25.1,14.9,43.2
Pasir Panjang,2020,6,7,0.0,     0.0,     0.0,     0.0,29.8,31.8,28.9,12.0,30.9
Pasir Panjang,2020,6,8,7.6,     5.0,     7.4,     7.4,30.0,32.8,26.4,14.8,32.8
Pasir Panjang,2020,6,9,0.0,     0.0,     0.0,     0.0,30.4,32.7,28.9,11.3,30.9
Pasir Panjang,2020,6,10,0.4,     0.4,     0.4,     0.4,30.0,32.4,27.7,11.9,42.8
Pasir Panjang,2020,6,11,0.0,     0.0,     0.0,     0.0,29.7,32.1,27.5,14.9,31.3
Pasir Panjang,2020,6,12,8.2,     6.4,     7.8,     8.2,29.1,30.1,26.5,14.3,41.5
Pasir Panjang,2020,6,13,17.2,     8.4,    11.6,    11.8,26.9,28.7,24.4,15.9,61.9
Pasir Panjang,2020,6,14,0.0,     0.0,     0.0,     0.0,28.6,31.7,26.3,15.1,46.9
Pasir Panjang,2020,6,15,4.8,     4.8,     4.8,     4.8,29.9,31.8,27.6,10.4,39.6
Pasir Panjang,2020,6,16,4.4,     2.6,     2.6,     2.6,28.5,30.9,26.6,17.4,51.5
Pasir Panjang,2020,6,17,27.6,    11.8,    14.8,    26.6,27.2,28.9,24.7,18.7,38.2
Pasir Panjang,2020,6,18,56.0,    27.8,    49.8,    54.6,27.6,29.8,24.5,16.1,38.9
Pasir Panjang,2020,6,19,3.2,     1.2,     1.8,     2.4,28.1,30.5,25.9,15.7,46.5
Pasir Panjang,2020,6,20,41.4,    15.2,    18.2,    21.2,26.8,29.1,24.4,14.5,40.0
Pasir Panjang,2020,6,21,31.6,     9.2,    10.2,    15.4,26.8,28.1,24.7,13.8,35.6
Pasir Panjang,2020,6,22,12.6,    10.0,    10.6,    11.2,27.6,28.8,24.2,14.1,76.7
Pasir Panjang,2020,6,23,53.8,    12.0,    14.0,    26.6,26.8,28.3,23.2,12.7,59.8
Pasir Panjang,2020,6,24,7.4,     3.0,     3.2,     4.6,27.3,27.9,25.5,10.5,38.2
Pasir Panjang,2020,6,25,0.0,     0.0,     0.0,     0.0,28.5,30.5,26.4,13.6,42.0
Pasir Panjang,2020,6,26,0.0,     0.0,     0.0,     0.0,29.2,31.1,27.8,11.6,39.3
Pasir Panjang,2020,6,27,0.0,     0.0,     0.0,     0.0,29.3,31.2,28.5,10.9,30.9
Pasir Panjang,2020,6,28,0.0,     0.0,     0.0,     0.0,29.4,31.8,28.0,9.9,39.6
Pasir Panjang,2020,6,29,2.0,     2.0,     2.0,     2.0,29.6,31.6,28.3,10.4,32.4
Pasir Panjang,2020,6,30,0.0,     0.0,     0.0,     0.0,29.7,32.1,28.3,10.5,29.4
Pasir Panjang,2020,7,1,0.0,     0.0,     0.0,     0.0,29.2,30.5,28.4,10.9,41.5
Pasir Panjang,2020,7,2,0.0,     0.0,     0.0,     0.0,29.4,31.4,28.3,10.0,29.4
Pasir Panjang,2020,7,3,0.0,     0.0,     0.0,     0.0,29.6,32.1,28.6,10.2,29.4
Pasir Panjang,2020,7,4,0.0,     0.0,     0.0,     0.0,28.8,31.6,24.3,13.5,55.0
Pasir Panjang,2020,7,5,28.6,    28.6,    28.6,    28.6,28.2,31.0,23.1,15.4,53.7
Pasir Panjang,2020,7,6,0.8,     0.8,     0.8,     0.8,29.2,31.6,27.2,13.4,36.7
Pasir Panjang,2020,7,7,0.4,     0.4,     0.4,     0.4,28.3,30.1,26.9,12.5,38.5
Pasir Panjang,2020,7,8,8.0,     4.4,     4.4,     4.4,27.6,28.8,25.8,15.3,43.2
Pasir Panjang,2020,7,9,61.4,    16.0,    28.8,    32.2,26.1,27.6,22.9,18.0,54.8
Pasir Panjang,2020,7,10,0.0,     0.0,     0.0,     0.0,27.6,29.6,25.6,15.3,35.0
Pasir Panjang,2020,7,11,1.4,     0.6,     0.8,     0.8,28.2,29.2,25.5,13.3,32.4
Pasir Panjang,2020,7,12,5.0,     5.0,     5.0,     5.0,28.5,30.4,25.1,12.5,44.6
Pasir Panjang,2020,7,13,29.6,    13.6,    20.6,    25.2,26.5,28.9,24.0,17.9,53.7
Pasir Panjang,2020,7,14,0.0,     0.0,     0.0,     0.0,27.1,28.2,26.2,14.5,38.2
Pasir Panjang,2020,7,15,0.0,     0.0,     0.0,     0.0,27.9,29.1,26.9,13.5,43.2
Pasir Panjang,2020,7,16,0.0,-,-,-,28.7,31.1,27.3,14.5,44.3
Pasir Panjang,2020,7,17,0.0,     0.0,     0.0,     0.0,28.9,31.1,27.0,17.3,45.7
Pasir Panjang,2020,7,18,1.2,     1.2,     1.2,     1.2,28.5,31.1,26.7,15.6,39.3
Pasir Panjang,2020,7,19,0.0,     0.0,     0.0,     0.0,28.6,31.2,26.5,15.2,37.8
Pasir Panjang,2020,7,20,0.0,     0.0,     0.0,     0.0,29.2,31.7,27.9,13.7,35.9
Pasir Panjang,2020,7,21,0.0,     0.0,     0.0,     0.0,29.2,31.4,28.1,13.2,37.8
Pasir Panjang,2020,7,22,0.0,     0.0,     0.0,     0.0,28.4,30.0,25.9,14.5,38.5
Pasir Panjang,2020,7,23,2.8,     1.8,     1.8,     2.0,27.9,29.4,25.9,16.8,40.7
Pasir Panjang,2020,7,24,0.2,     0.2,     0.2,     0.2,28.1,30.0,26.7,14.2,40.7
Pasir Panjang,2020,7,25,33.6,    28.0,    30.4,    30.4,27.1,29.7,24.3,15.3,39.6
Pasir Panjang,2020,7,26,0.6,     0.4,     0.6,     0.6,28.1,30.6,26.0,13.0,35.9
Pasir Panjang,2020,7,27,15.6,     4.4,     6.0,     7.4,27.5,29.4,25.1,13.5,51.9
Pasir Panjang,2020,7,28,0.6,     0.6,     0.6,     0.6,28.6,30.2,27.2,12.0,40.0
Pasir Panjang,2020,7,29,10.4,     2.8,     4.4,     6.4,26.7,28.1,24.7,15.2,44.3
Pasir Panjang,2020,7,30,0.0,     0.0,     0.0,     0.0,28.5,31.5,26.4,14.9,35.2
Pasir Panjang,2020,7,31,0.8,     0.8,     0.8,     0.8,28.2,30.0,24.9,14.9,44.6
Pasir Panjang,2020,8,1,0.2,0.2,0.2,0.2,28.6,30.7,26.0,11.4,36.7
Pasir Panjang,2020,8,2,0.0,0.0,0.0,0.0,29.1,31.2,28.1,11.4,38.5
Pasir Panjang,2020,8,3,0.0,0.0,0.0,0.0,29.5,32.1,28.0,11.6,29.4
Pasir Panjang,2020,8,4,20.2,18.2,20.0,20.0,27.7,29.2,23.6,15.8,65.6
Pasir Panjang,2020,8,5,0.0,0.0,0.0,0.0,28.8,31.5,27.6,11.9,41.5
Pasir Panjang,2020,8,6,0.0,0.0,0.0,0.0,29.3,31.5,28.3,12.1,26.7
Pasir Panjang,2020,8,7,0.0,0.0,0.0,0.0,29.6,31.8,28.1,11.9,32.8
Pasir Panjang,2020,8,8,0.0,0.0,0.0,0.0,29.9,32.8,28.3,12.2,32.0
Pasir Panjang,2020,8,9,0.0,0.0,0.0,0.0,29.9,32.7,28.6,11.8,29.4
Pasir Panjang,2020,8,10,0.0,0.0,0.0,0.0,30.0,32.7,28.6,11.6,33.9
Pasir Panjang,2020,8,11,0.0,0.0,0.0,0.0,30.0,32.6,28.8,11.5,36.7
Pasir Panjang,2020,8,12,1.6,1.2,1.2,1.2,28.4,31.0,24.1,15.6,48.2
Pasir Panjang,2020,8,13,6.2,2.8,4.0,5.4,28.6,31.7,25.5,13.5,43.9
Pasir Panjang,2020,8,14,12.6,4.6,7.4,10.6,26.5,29.2,23.1,18.0,52.6
Pasir Panjang,2020,8,15,0.0,0.0,0.0,0.0,28.1,30.5,25.8,16.3,43.9
Pasir Panjang,2020,8,16,1.4,1.2,1.4,1.4,28.0,29.4,24.2,12.1,56.5
Pasir Panjang,2020,8,17,65.4,24.0,27.2,31.2,27.2,30.5,24.0,16.5,45.4
Pasir Panjang,2020,8,18,1.2,0.6,0.6,0.8,27.6,28.6,26.0,13.4,31.7
Pasir Panjang,2020,8,19,0.0,0.0,0.0,0.0,28.4,30.3,26.3,15.1,43.5
Pasir Panjang,2020,8,20,0.4,0.4,0.4,0.4,28.3,30.7,26.3,13.9,39.3
Pasir Panjang,2020,8,21,0.0,0.0,0.0,0.0,29.5,32.1,28.0,12.3,45.0
Pasir Panjang,2020,8,22,14.2,12.0,14.2,14.2,28.2,31.5,23.5,13.9,59.4
Pasir Panjang,2020,8,23,12.4,6.2,7.2,10.6,26.3,28.1,23.8,16.5,33.2
Pasir Panjang,2020,8,24,0.2,0.2,0.2,0.2,28.5,32.1,25.5,15.9,38.9
Pasir Panjang,2020,8,25,0.2,0.2,0.2,0.2,28.1,30.3,27.1,14.0,31.3
Pasir Panjang,2020,8,26,2.2,2.2,2.2,2.2,27.5,30.2,25.9,11.9,39.3
Pasir Panjang,2020,8,27,0.0,0.0,0.0,0.0,28.1,30.0,27.2,12.1,42.0
Pasir Panjang,2020,8,28,0.2,0.2,0.2,0.2,29.2,30.9,28.1,10.8,40.0
Pasir Panjang,2020,8,29,6.2,3.6,4.4,4.8,27.9,29.9,26.3,12.4,33.2
Pasir Panjang,2020,8,30,0.0,0.0,0.0,0.0,28.9,31.4,27.6,11.0,30.9
Pasir Panjang,2020,8,31,0.0,0.0,0.0,0.0,29.3,31.4,28.1,10.8,40.0
Pasir Panjang,2020,9,1,10.0,10.0,10.0,10.0,29.0,31.3,25.7,11.5,35.0
Pasir Panjang,2020,9,2,0.0,0.0,0.0,0.0,28.9,30.9,28.1,11.4,42.4
Pasir Panjang,2020,9,3,47.8,23.8,35.0,36.6,27.3,29.2,23.5,13.2,40.7
Pasir Panjang,2020,9,4,8.6,4.6,6.2,7.8,27.6,29.7,26.4,13.8,47.2
Pasir Panjang,2020,9,5,19.0,2.0,4.0,6.4,26.2,27.1,25.0,15.6,36.7
Pasir Panjang,2020,9,6,2.0,1.4,1.8,1.8,27.1,29.5,25.5,14.2,42.8
Pasir Panjang,2020,9,7,0.0,0.0,0.0,0.0,28.7,31.7,26.2,13.4,36.7
Pasir Panjang,2020,9,8,0.0,0.0,0.0,0.0,28.5,30.7,26.9,10.3,32.8
Pasir Panjang,2020,9,9,0.0,0.0,0.0,0.0,28.6,30.8,27.2,8.9,31.3
Pasir Panjang,2020,9,10,37.4,21.2,25.0,34.0,27.0,28.3,23.1,12.4,72.8
Pasir Panjang,2020,9,11,21.4,16.4,17.4,18.8,27.7,30.3,24.3,9.0,46.9
Pasir Panjang,2020,9,12,11.2,4.0,5.8,7.0,26.6,28.4,24.5,8.4,43.2
Pasir Panjang,2020,9,13,33.6,13.4,19.4,22.0,25.2,27.1,23.0,8.5,49.3
Pasir Panjang,2020,9,14,33.4,28.2,31.8,33.0,25.9,28.6,23.3,8.1,38.5
Pasir Panjang,2020,9,15,0.0,0.0,0.0,0.0,27.6,30.1,25.4,8.2,24.8
Pasir Panjang,2020,9,16,8.0,2.0,3.0,4.6,26.8,29.0,22.6,13.1,88.5
Pasir Panjang,2020,9,17,1.8,1.6,1.8,1.8,28.0,30.5,26.4,9.3,34.6
Pasir Panjang,2020,9,18,0.0,0.2,1.8,1.8,28.9,31.5,26.7,10.2,29.1
Pasir Panjang,2020,9,19,2.0,2.0,2.0,2.0,28.1,32.5,24.3,11.0,61.5
Pasir Panjang,2020,9,20,0.2,0.2,0.2,0.2,29.2,32.5,27.8,9.0,24.1
Pasir Panjang,2020,9,21,15.8,13.8,14.2,14.6,26.6,28.4,24.2,8.9,40.7
Pasir Panjang,2020,9,22,0.0,0.0,0.0,0.0,27.9,30.2,26.4,9.6,30.6
Pasir Panjang,2020,9,23,0.0,0.0,0.0,0.0,28.8,31.1,26.9,8.1,31.7
Pasir Panjang,2020,9,24,3.6,3.6,3.6,3.6,28.3,30.3,24.6,12.7,67.6
Pasir Panjang,2020,9,25,43.6,25.6,42.0,43.6,28.8,31.9,23.3,9.4,55.4
Pasir Panjang,2020,9,26,48.2,25.2,47.2,70.2,25.9,27.9,22.9,14.5,41.5
Pasir Panjang,2020,9,27,4.6,2.0,3.2,4.4,26.7,28.3,24.1,14.1,39.6
Pasir Panjang,2020,9,28,0.0,0.0,0.0,0.0,28.5,31.2,27.3,9.8,35.0
Pasir Panjang,2020,9,29,2.0,2.0,2.0,2.0,27.6,28.8,25.1,8.9,37.8
Pasir Panjang,2020,9,30,6.8,5.8,5.8,5.8,28.0,31.2,25.6,8.4,39.6
Pasir Panjang,2020,10,1,9.6,8.4,8.6,8.6,26.9,28.4,24.4,7.2,37.0
Pasir Panjang,2020,10,2,6.4,5.2,6.4,6.4,27.8,30.6,23.9,10.5,43.9
Pasir Panjang,2020,10,3,3.6,1.8,6.6,8.6,27.5,30.0,24.3,16.3,56.5
Pasir Panjang,2020,10,4,0.0,0.0,0.0,0.0,28.8,29.9,28.3,9.1,30.9
Pasir Panjang,2020,10,5,0.0,0.0,0.0,0.0,28.9,31.2,27.5,8.2,26.3
Pasir Panjang,2020,10,6,0.6,0.6,0.6,0.6,28.6,30.4,27.1,9.1,36.3
Pasir Panjang,2020,10,7,5.6,5.4,5.4,5.4,27.9,30.7,25.4,14.3,58.7
Pasir Panjang,2020,10,8,35.0,12.6,19.8,25.6,27.2,30.2,24.0,19.1,74.5
Pasir Panjang,2020,10,9,0.0,0.0,0.0,0.0,28.1,28.8,26.9,13.0,48.5
Pasir Panjang,2020,10,10,8.4,5.6,7.4,8.2,27.9,29.1,23.2,12.2,87.4
Pasir Panjang,2020,10,11,2.0,1.2,1.6,1.8,27.6,30.1,24.5,15.0,77.4
Pasir Panjang,2020,10,12,0.0,0.0,0.0,0.0,28.4,30.0,27.0,11.1,40.7
Pasir Panjang,2020,10,13,0.0,0.0,0.0,0.0,29.1,31.8,27.6,9.9,35.2
Pasir Panjang,2020,10,14,3.0,2.6,2.8,3.0,28.9,31.0,24.9,9.0,73.5
Pasir Panjang,2020,10,15,0.6,0.6,0.6,0.6,28.8,31.7,25.7,12.9,72.0
Pasir Panjang,2020,10,16,0.4,0.4,0.4,0.4,29.0,32.1,25.7,9.8,71.7
Pasir Panjang,2020,10,17,0.0,0.0,0.0,0.0,29.8,32.4,28.2,9.4,28.9
Pasir Panjang,2020,10,18,0.0,0.0,0.0,0.0,28.6,31.0,25.1,9.4,26.3
Pasir Panjang,2020,10,19,0.2,0.2,0.2,0.2,28.6,30.9,25.4,9.5,53.3
Pasir Panjang,2020,10,20,0.8,0.6,0.6,0.6,28.4,30.2,27.1,7.0,34.3
Pasir Panjang,2020,10,21,0.2,0.2,0.2,0.2,28.8,31.7,25.9,10.3,43.2
Pasir Panjang,2020,10,22,8.0,2.0,3.2,4.6,27.3,29.5,23.6,18.8,70.6
Pasir Panjang,2020,10,23,0.0,0.0,0.0,0.0,29.0,31.3,27.8,13.3,35.0
Pasir Panjang,2020,10,24,13.8,13.4,13.8,13.8,28.0,29.5,24.2,7.0,30.9
Pasir Panjang,2020,10,25,1.8,1.6,1.6,1.6,28.2,30.8,24.6,13.9,50.0
Pasir Panjang,2020,10,26,6.2,2.6,2.8,3.0,27.7,29.2,24.9,11.0,65.9
Pasir Panjang,2020,10,27,0.0,0.0,0.0,0.0,29.5,31.6,28.0,12.5,47.2
Pasir Panjang,2020,10,28,2.0,2.0,2.0,2.0,28.3,29.5,26.0,7.6,29.4
Pasir Panjang,2020,10,29,0.0,0.0,0.0,0.0,28.7,30.6,27.7,9.1,32.8
Pasir Panjang,2020,10,30,0.0,0.0,0.0,0.0,28.9,31.6,26.7,8.4,23.7
Pasir Panjang,2020,10,31,20.4,8.8,13.2,14.4,27.6,31.8,24.4,8.2,40.4
Pasir Panjang,2020,11,1,0.0,0.0,0.0,0.0,28.0,30.2,25.8,13.5,41.9
Pasir Panjang,2020,11,2,0.0,0.0,0.0,0.0,27.9,32.2,25.1,10.1,46.5
Pasir Panjang,2020,11,3,0.6,0.4,0.4,0.4,27.9,29.0,26.8,7.2,23.3
Pasir Panjang,2020,11,4,36.4,19.4,25.6,28.8,25.9,27.6,23.0,9.1,69.1
Pasir Panjang,2020,11,5,0.0,0.0,0.0,0.0,28.1,32.1,25.5,7.7,21.7
Pasir Panjang,2020,11,6,0.0,0.0,0.0,0.0,29.0,31.1,27.7,8.1,24.8
Pasir Panjang,2020,11,7,1.8,0.6,0.6,0.8,26.4,29.0,24.3,8.2,54.4
Pasir Panjang,2020,11,8,2.2,0.8,1.2,1.2,26.8,29.0,24.6,9.1,37.0
Pasir Panjang,2020,11,9,3.2,3.0,3.0,3.0,26.9,28.8,24.2,8.7,46.1
Pasir Panjang,2020,11,10,0.0,0.0,0.0,0.0,27.5,29.3,25.1,6.6,35.6
Pasir Panjang,2020,11,11,0.0,0.0,0.0,0.0,28.7,30.8,26.6,8.4,26.3
Pasir Panjang,2020,11,12,0.0,0.0,0.0,0.0,29.9,33.4,28.0,11.2,29.1
Pasir Panjang,2020,11,13,9.2,9.0,9.2,9.2,29.3,32.8,27.4,9.3,34.3
Pasir Panjang,2020,11,14,4.4,4.4,4.4,4.4,28.5,31.6,26.4,8.4,27.8
Pasir Panjang,2020,11,15,15.4,7.4,9.2,10.8,27.6,31.0,25.0,9.2,37.8
Pasir Panjang,2020,11,16,6.2,2.2,4.0,5.6,28.1,32.3,25.0,12.3,41.5
Pasir Panjang,2020,11,17,0.0,0.0,0.0,0.0,27.4,31.1,26.1,8.2,37.8
Pasir Panjang,2020,11,18,0.0,0.0,0.0,0.0,28.1,31.4,25.6,8.5,21.7
Pasir Panjang,2020,11,19,15.0,10.0,10.0,10.0,27.7,30.7,25.0,7.7,38.9
Pasir Panjang,2020,11,20,12.2,11.8,11.8,11.8,27.6,31.3,24.7,7.5,68.0
Pasir Panjang,2020,11,21,49.4,29.0,39.4,40.6,26.5,30.8,23.5,9.1,37.0
Pasir Panjang,2020,11,22,13.2,8.6,10.4,11.2,26.4,30.5,23.8,9.1,53.7
Pasir Panjang,2020,11,23,31.0,13.0,21.4,29.8,25.9,28.7,23.2,9.5,48.9
Pasir Panjang,2020,11,24,0.2,0.2,0.2,0.2,26.1,27.9,25.2,9.4,25.6
Pasir Panjang,2020,11,25,0.0,0.0,0.0,0.0,26.6,29.5,24.8,8.0,22.0
Pasir Panjang,2020,11,26,2.2,0.6,1.0,1.8,26.3,27.6,25.6,7.4,18.7
Pasir Panjang,2020,11,27,0.2,0.2,0.2,0.2,27.7,30.5,25.6,7.7,20.9
Pasir Panjang,2020,11,28,1.4,1.4,1.4,1.4,26.7,28.4,24.2,8.0,32.4
Pasir Panjang,2020,11,29,0.0,0.0,0.0,0.0,27.9,30.8,25.4,9.9,25.9
Pasir Panjang,2020,11,30,2.2,2.2,2.2,2.2,28.0,31.1,26.7,7.4,49.3
Pasir Panjang,2020,12,1,0.0,0.0,0.0,0.0,28.9,31.9,26.2,9.1,35.0
Pasir Panjang,2020,12,2,8.6,7.4,7.6,7.6,28.1,30.4,23.7,9.4,46.5
Pasir Panjang,2020,12,3,12.2,7.8,11.0,12.0,27.2,30.8,24.9,9.3,45.7
Pasir Panjang,2020,12,4,29.8,25.2,27.6,29.0,26.7,31.0,23.6,12.0,80.9
Pasir Panjang,2020,12,5,3.8,3.6,3.8,3.8,26.9,31.1,25.8,13.2,45.4
Pasir Panjang,2020,12,6,1.4,1.4,1.4,1.4,28.0,32.7,26.0,13.2,40.0
Pasir Panjang,2020,12,7,4.2,2.8,3.4,4.0,28.2,32.6,26.3,12.0,39.3
Pasir Panjang,2020,12,8,4.6,3.6,4.4,4.6,28.3,32.1,26.5,14.8,47.6
Pasir Panjang,2020,12,9,19.4,16.4,17.2,17.2,27.9,32.2,24.9,9.6,34.6
Pasir Panjang,2020,12,10,0.0,0.0,0.0,0.0,27.6,31.3,25.5,10.6,36.7
Pasir Panjang,2020,12,11,0.0,0.0,0.0,0.0,28.0,30.5,25.7,12.9,53.0
Pasir Panjang,2020,12,12,0.4,0.2,0.2,0.4,27.1,31.4,24.3,12.7,41.5
Pasir Panjang,2020,12,13,0.6,0.4,0.6,0.6,27.5,30.5,24.4,12.2,38.2
Pasir Panjang,2020,12,14,39.2,17.8,30.8,35.8,26.6,31.5,23.8,9.4,40.0
Pasir Panjang,2020,12,15,29.6,15.2,15.8,28.8,26.3,31.4,24.0,8.4,56.1
Pasir Panjang,2020,12,16,4.6,1.2,1.8,1.8,26.0,28.9,24.0,8.3,52.2
Pasir Panjang,2020,12,17,28.2,24.6,27.6,28.0,26.1,30.3,22.9,9.2,58.3
Pasir Panjang,2020,12,18,1.0,0.8,0.8,0.8,25.5,26.9,23.4,12.6,56.9
Pasir Panjang,2020,12,19,0.0,0.0,0.0,0.0,26.4,29.3,24.2,12.3,28.2
Pasir Panjang,2020,12,20,5.6,4.6,5.4,5.4,26.9,30.4,25.2,10.9,37.0
Pasir Panjang,2020,12,21,0.0,0.0,0.0,0.0,27.2,30.8,25.3,9.1,31.3
Pasir Panjang,2020,12,22,36.6,29.8,34.4,36.6,27.3,31.7,23.4,10.2,55.4
Pasir Panjang,2020,12,23,0.0,0.0,0.0,0.0,27.7,30.8,25.6,9.2,30.9
Pasir Panjang,2020,12,24,0.2,0.2,0.2,0.2,27.1,29.1,26.0,8.0,26.7
Pasir Panjang,2020,12,25,0.0,0.0,0.0,0.0,28.4,31.7,26.2,8.7,31.7
Pasir Panjang,2020,12,26,23.0,10.4,11.6,11.6,27.3,32.1,23.9,9.9,31.3
Pasir Panjang,2020,12,27,0.4,0.4,0.4,0.4,26.8,31.7,24.3,9.6,31.3
Pasir Panjang,2020,12,28,4.0,3.8,4.0,4.0,27.4,31.5,25.0,12.5,39.6
Pasir Panjang,2020,12,29,2.4,1.8,2.2,2.2,26.7,29.8,24.8,7.9,29.8
Pasir Panjang,2020,12,30,1.8,1.6,1.8,1.8,27.3,30.5,25.5,9.5,35.6
Pasir Panjang,2020,12,31,0.8,0.4,0.4,0.6,26.7,30.8,24.9,9.7,30.9
Pasir Panjang,2021,1,1,32.8,7.6,10.8,13.0,24.6,26.2,22.7,12.4,61.1
Pasir Panjang,2021,1,2,85.6,9.6,14.2,22.4,23.4,25.0,22.2,14.7,63.3
Pasir Panjang,2021,1,3,2.0,0.8,1.2,1.6,24.2,25.2,23.4,8.2,19.4
Pasir Panjang,2021,1,4,3.2,3.2,3.2,3.2,25.3,27.8,23.3,7.3,23.3
Pasir Panjang,2021,1,5,0.0,0.0,0.0,0.0,26.8,30.2,24.5,9.6,29.8
Pasir Panjang,2021,1,6,0.0,0.0,0.0,0.0,27.0,29.6,25.4,12.8,44.3
Pasir Panjang,2021,1,7,0.0,0.0,0.0,0.0,25.1,25.9,24.2,10.6,28.9
Pasir Panjang,2021,1,8,5.8,5.4,5.6,5.6,25.8,27.9,24.2,10.1,44.6
Pasir Panjang,2021,1,9,22.4,9.6,13.6,15.6,25.5,27.6,24.2,10.7,42.8
Pasir Panjang,2021,1,10,74.4,13.2,16.6,26.6,24.0,24.6,23.8,13.9,42.4
Pasir Panjang,2021,1,11,2.6,2.0,2.2,2.2,25.4,28.5,24.1,14.1,46.9
Pasir Panjang,2021,1,12,13.4,8.0,8.6,9.0,25.1,28.1,23.7,13.5,49.6
Pasir Panjang,2021,1,13,1.2,0.8,0.8,0.8,25.2,27.3,23.7,11.6,48.5
Pasir Panjang,2021,1,14,0.0,0.0,0.0,0.0,26.0,28.7,24.2,11.3,35.2
Pasir Panjang,2021,1,15,0.0,0.0,0.0,0.0,27.0,30.7,24.4,10.1,36.3
Pasir Panjang,2021,1,16,0.0,0.0,0.0,0.0,27.1,30.6,24.9,11.2,38.5
Pasir Panjang,2021,1,17,0.0,0.0,0.0,0.0,27.1,30.7,25.2,16.1,48.5
Pasir Panjang,2021,1,18,0.0,0.0,0.0,0.0,26.4,28.4,25.0,17.0,57.2
Pasir Panjang,2021,1,19,0.0,0.0,0.0,0.0,26.5,29.4,24.6,13.2,43.9
Pasir Panjang,2021,1,20,0.0,0.0,0.0,0.0,26.6,29.9,24.6,11.7,33.2
Pasir Panjang,2021,1,21,16.4,13.4,16.2,16.2,26.3,30.8,24.6,11.6,41.9
Pasir Panjang,2021,1,22,0.0,0.0,0.0,0.2,26.4,30.5,24.4,9.7,27.8
Pasir Panjang,2021,1,23,15.4,7.8,10.2,10.8,26.0,30.8,24.4,10.7,31.3
Pasir Panjang,2021,1,24,32.8,24.8,31.4,32.0,26.3,31.7,23.3,10.8,43.9
Pasir Panjang,2021,1,25,0.2,0.2,0.2,0.2,27.1,31.7,25.0,11.2,33.5
Pasir Panjang,2021,1,26,0.0,0.0,0.0,0.0,27.0,31.2,24.8,11.0,31.3
Pasir Panjang,2021,1,27,2.8,2.8,2.8,2.8,26.9,30.3,24.9,9.6,28.9
Pasir Panjang,2021,1,28,15.0,12.8,14.0,14.8,26.2,29.7,23.8,13.2,52.2
Pasir Panjang,2021,1,29,0.0,0.0,0.0,0.0,27.0,30.8,24.8,14.1,37.8
Pasir Panjang,2021,1,30,0.0,0.0,0.0,0.0,27.0,30.5,24.9,14.8,43.9
