Country,Date,Trade_Value_DE,Trade_Value_RE,Export_Trade_Value
Australia,2021-01-01,413.9,561.3,975.1999999999999
Australia,2020-12-01,386.4,552.8,939.1999999999999
Australia,2020-11-01,469,487.9,956.9
Australia,2020-10-01,484.7,501.3,986
Australia,2020-09-01,468.1,548.9,1017
Australia,2020-08-01,568.4,528,1096.4
Australia,2020-07-01,564.5,497.4,1061.9
Australia,2020-06-01,400.2,459.7,859.9
Australia,2020-05-01,353.1,535.5,888.6
Australia,2020-04-01,440.7,485.6,926.3
Australia,2020-03-01,528,444.1,972.1
Australia,2020-02-01,597.1,480.1,1077.2
Australia,2020-01-01,621.7,394.9,1016.6
Australia,2019-12-01,629.3,626.8,1256.1
Australia,2019-11-01,757.5,549.8,1307.3
Australia,2019-10-01,1100.6,662,1762.6
Australia,2019-09-01,700.6,575.7,1276.3000000000002
Australia,2019-08-01,701.1,513.2,1214.3000000000002
Australia,2019-07-01,621,567.1,1188.1
Australia,2019-06-01,708.2,590.8,1299
Australia,2019-05-01,650,509,1159
Australia,2019-04-01,708.9,697.1,1406
Australia,2019-03-01,746.4,609,1355.4
Australia,2019-02-01,581.6,430.6,1012.2
Australia,2019-01-01,716.3,457.3,1173.6
Australia,2018-12-01,732.8,500.6,1233.4
Australia,2018-11-01,1120.8,532.7,1653.5
Australia,2018-10-01,1196.2,633.7,1829.9
Australia,2018-09-01,717.6,472.2,1189.8
Australia,2018-08-01,762.7,647.6,1410.3000000000002
Australia,2018-07-01,774,654.6,1428.6
Australia,2018-06-01,778.9,484.6,1263.5
Australia,2018-05-01,900.2,484.3,1384.5
Australia,2018-04-01,1071,670.9,1741.9
Australia,2018-03-01,757.3,667.4,1424.6999999999998
Australia,2018-02-01,772.3,424.4,1196.6999999999998
Australia,2018-01-01,894.2,448.1,1342.3000000000002
Australia,2017-12-01,560.7,577.1,1137.8000000000002
Australia,2017-11-01,666.3,584.7,1251
Australia,2017-10-01,556.1,531.2,1087.3000000000002
Australia,2017-09-01,624,462.3,1086.3
Australia,2017-08-01,636.6,552,1188.6
Australia,2017-07-01,557.5,530.6,1088.1
Australia,2017-06-01,568.5,560.7,1129.2
Australia,2017-05-01,627.6,534.1,1161.7
Australia,2017-04-01,570.3,502.9,1073.1999999999998
Australia,2017-03-01,806.2,549.8,1356
Australia,2017-02-01,741.3,457.5,1198.8
Australia,2017-01-01,640.5,407,1047.5
Australia,2016-12-01,666.2,540.6,1206.8000000000002
Australia,2016-11-01,661,481,1142
Australia,2016-10-01,573.9,551.6,1125.5
Australia,2016-09-01,635.8,773.4,1409.1999999999998
Australia,2016-08-01,439.2,544.3,983.5
Australia,2016-07-01,476,457.4,933.4
Australia,2016-06-01,508,590.9,1098.9
Australia,2016-05-01,479.4,480.7,960.0999999999999
Australia,2016-04-01,425.1,530.6,955.7
Australia,2016-03-01,489.6,729.1,1218.7
Australia,2016-02-01,366.1,499,865.1
Australia,2016-01-01,504.2,537.8,1042
Australia,2015-12-01,702,692.6,1394.6
Australia,2015-11-01,596.5,636.7,1233.2
Australia,2015-10-01,699.6,649.1,1348.7
Australia,2015-09-01,1043.6,662.1,1705.6999999999998
Australia,2015-08-01,575,586.1,1161.1
Australia,2015-07-01,755.4,546.7,1302.1
Australia,2015-06-01,640.6,684.5,1325.1
Australia,2015-05-01,672.7,646.7,1319.4
Australia,2015-04-01,758.2,634.4,1392.6
Australia,2015-03-01,624.5,711.9,1336.4
Australia,2015-02-01,577.8,450.7,1028.5
Australia,2015-01-01,821.4,483.6,1305
Australia,2014-12-01,770.1,565.8,1335.9
Australia,2014-11-01,799.2,554.2,1353.4
Australia,2014-10-01,1055.3,622.8,1678.1
Australia,2014-09-01,975.4,624.7,1600.1
Australia,2014-08-01,941.4,676.6,1618
Australia,2014-07-01,1073.7,504,1577.7
Australia,2014-06-01,1090.8,711.9,1802.6999999999998
Australia,2014-05-01,1363.6,671.8,2035.3999999999999
Australia,2014-04-01,1164.5,703.3,1867.8
Australia,2014-03-01,864.7,924.4,1789.1
Australia,2014-02-01,959.4,432.2,1391.6
Australia,2014-01-01,963.2,555.4,1518.6
Australia,2013-12-01,767.2,481,1248.2
Australia,2013-11-01,1160,538.2,1698.2
Australia,2013-10-01,1104.3,521,1625.3
Australia,2013-09-01,1214.3,647.9,1862.1999999999998
Australia,2013-08-01,998.8,555.3,1554.1
Australia,2013-07-01,1047.8,543.2,1591
Australia,2013-06-01,775.9,472.1,1248
Australia,2013-05-01,993.2,577.9,1571.1
Australia,2013-04-01,1208.5,559.9,1768.4
Australia,2013-03-01,1318.2,552.3,1870.5
Australia,2013-02-01,1032.4,458.9,1491.3000000000002
Australia,2013-01-01,1355.1,549,1904.1
Australia,2012-12-01,1012.7,675.6,1688.3000000000002
Australia,2012-11-01,1287.8,732.6,2020.4
Australia,2012-10-01,1547,715.1,2262.1
Australia,2012-09-01,1065.6,623.6,1689.1999999999998
Australia,2012-08-01,999.5,489.9,1489.4
Australia,2012-07-01,954.4,550.2,1504.6
Australia,2012-06-01,1020.9,774.8,1795.6999999999998
Australia,2012-05-01,1339.8,496.2,1836
Australia,2012-04-01,1080,679.4,1759.4
Australia,2012-03-01,1310.3,458.2,1768.5
Australia,2012-02-01,1273.6,630.5,1904.1
Australia,2012-01-01,1090.8,453.2,1544
Australia,2011-12-01,1138.8,635.4,1774.1999999999998
Australia,2011-11-01,1046.4,538.3,1584.7
Australia,2011-10-01,1221.2,557.1,1778.3000000000002
Australia,2011-09-01,1230.6,639.1,1869.6999999999998
Australia,2011-08-01,1024.8,694.5,1719.3
Australia,2011-07-01,1213.1,682.9,1896
Australia,2011-06-01,831.3,718.5,1549.8
Australia,2011-05-01,1284.6,596.5,1881.1
Australia,2011-04-01,1106.9,690.3,1797.2
Australia,2011-03-01,1149.5,584.9,1734.4
Australia,2011-02-01,810.7,383,1193.7
Australia,2011-01-01,857.5,574.9,1432.4
Australia,2010-12-01,915.8,543.7,1459.5
Australia,2010-11-01,950.2,480.4,1430.6
Australia,2010-10-01,1203.4,656.5,1859.9
Australia,2010-09-01,958.2,548.4,1506.6
Australia,2010-08-01,845.5,428.9,1274.4
Australia,2010-07-01,806.2,430.3,1236.5
Australia,2010-06-01,755.9,860.6,1616.5
Australia,2010-05-01,854.7,643.9,1498.6
Australia,2010-04-01,914.4,644.3,1558.6999999999998
Australia,2010-03-01,818.4,604.2,1422.6
Australia,2010-02-01,757.9,418.6,1176.5
Australia,2010-01-01,631.3,477.5,1108.8
Australia,2009-12-01,914.1,578,1492.1
Australia,2009-11-01,851.8,553.8,1405.6
Australia,2009-10-01,1015.9,540.1,1556
Australia,2009-09-01,938.8,410.2,1349
Australia,2009-08-01,751.2,345.4,1096.6
Australia,2009-07-01,944.5,477.5,1422
Australia,2009-06-01,764.4,389,1153.4
Australia,2009-05-01,648.9,339.2,988.0999999999999
Australia,2009-04-01,597.8,461.3,1059.1
Australia,2009-03-01,740.5,603.3,1343.8
Australia,2009-02-01,510,670.9,1180.9
Australia,2009-01-01,581.9,751.1,1333
Australia,2008-12-01,636.5,586.4,1222.9
Australia,2008-11-01,708.5,404.8,1113.3
Australia,2008-10-01,1177.5,520.3,1697.8
Australia,2008-09-01,1047,612.6,1659.6
Australia,2008-08-01,901.1,429.4,1330.5
Australia,2008-07-01,1424.7,749,2173.7
Australia,2008-06-01,1127.4,529.5,1656.9
Australia,2008-05-01,1312.9,538.7,1851.6000000000001
Australia,2008-04-01,1220.7,448.5,1669.2
Australia,2008-03-01,1165.3,633.6,1798.9
Australia,2008-02-01,1162,742,1904
Australia,2008-01-01,1164.1,778.8,1942.8999999999999
Australia,2007-12-01,814.6,565.2,1379.8000000000002
Australia,2007-11-01,948.4,461.7,1410.1
Australia,2007-10-01,1473.7,624.4,2098.1
Australia,2007-09-01,820.9,831.3,1652.1999999999998
Australia,2007-08-01,741.7,508.6,1250.3000000000002
Australia,2007-07-01,776.2,484.7,1260.9
Australia,2007-06-01,886.7,469.5,1356.2
Australia,2007-05-01,817,450.7,1267.7
Australia,2007-04-01,890.5,567.7,1458.2
Australia,2007-03-01,966.5,429.1,1395.6
Australia,2007-02-01,677.8,540.3,1218.1
Australia,2007-01-01,961.8,334,1295.8
Australia,2006-12-01,626.4,398.1,1024.5
Australia,2006-11-01,1008.7,508.7,1517.4
Australia,2006-10-01,881.8,372.6,1254.4
Australia,2006-09-01,883.5,372.2,1255.7
Australia,2006-08-01,972.2,340.6,1312.8000000000002
Australia,2006-07-01,819.9,431.2,1251.1
Australia,2006-06-01,1091.3,478.5,1569.8
Australia,2006-05-01,1170.8,685.8,1856.6
Australia,2006-04-01,767,687.4,1454.4
Australia,2006-03-01,925.4,518.4,1443.8
Australia,2006-02-01,818.9,557.4,1376.3
Australia,2006-01-01,722.7,460.5,1183.2
Australia,2005-12-01,850,456.8,1306.8
Australia,2005-11-01,1112.1,396.1,1508.1999999999998
Australia,2005-10-01,893,345.5,1238.5
Australia,2005-09-01,894.4,361,1255.4
Australia,2005-08-01,872.7,338,1210.7
Australia,2005-07-01,747,316.7,1063.7
Australia,2005-06-01,853.4,476.3,1329.7
Australia,2005-05-01,925.5,337.7,1263.2
Australia,2005-04-01,798.8,372.2,1171
Australia,2005-03-01,656.5,496.1,1152.6
Australia,2005-02-01,551.2,270.1,821.3000000000001
Australia,2005-01-01,578.7,280.3,859
Australia,2004-12-01,795.3,372.8,1168.1
Australia,2004-11-01,595.2,322.4,917.6
Australia,2004-10-01,667.2,349.5,1016.7
Australia,2004-09-01,609.5,332.6,942.1
Australia,2004-08-01,626,373.3,999.3
Australia,2004-07-01,534.1,323.5,857.6
Australia,2004-06-01,628.1,399.1,1027.2
Australia,2004-05-01,478.1,324.8,802.9000000000001
Australia,2004-04-01,603.1,383.4,986.5
Australia,2004-03-01,484.6,402.3,886.9000000000001
Australia,2004-02-01,452.6,289.4,742
Australia,2004-01-01,482,356.3,838.3
Australia,2003-12-01,553.6,326.9,880.5
Australia,2003-11-01,459.3,223.4,682.7
Australia,2003-10-01,563.4,240.4,803.8
Australia,2003-09-01,373.7,350.8,724.5
Australia,2003-08-01,405.9,255,660.9
Australia,2003-07-01,461.3,262.6,723.9000000000001
Australia,2003-06-01,369.4,203.6,573
Australia,2003-05-01,375.7,240.7,616.4
Australia,2003-04-01,409.2,190.6,599.8
Australia,2003-03-01,361.2,248.8,610
Australia,2003-02-01,266.3,313.2,579.5
Australia,2003-01-01,345,409.8,754.8
Fiji,2025-01-01,21.3,4.2,25.5
Fiji,2024-12-01,66.6,12.9,79.5
Fiji,2024-11-01,38.3,11.8,50.099999999999994
Fiji,2024-10-01,72.6,9.7,82.3
Fiji,2024-09-01,35.3,6.8,42.099999999999994
Fiji,2024-08-01,31.6,6.7,38.300000000000004
Fiji,2024-07-01,51.5,7,58.5
Fiji,2024-06-01,65.8,5.2,71
Fiji,2024-05-01,42,4.9,46.9
Fiji,2024-04-01,66.6,4.9,71.5
Fiji,2024-03-01,60.9,4.9,65.8
Fiji,2024-02-01,24.7,4.4,29.1
Fiji,2024-01-01,56.8,6.1,62.9
Fiji,2023-12-01,54.7,7.1,61.800000000000004
Fiji,2023-11-01,58.7,6.5,65.2
Fiji,2023-10-01,82.4,6.8,89.2
Fiji,2023-09-01,59.9,8,67.9
Fiji,2023-08-01,78.3,7.2,85.5
Fiji,2023-07-01,40.5,5,45.5
Fiji,2023-06-01,38.8,7.4,46.199999999999996
Fiji,2023-05-01,53.4,3,56.4
Fiji,2023-04-01,50.1,3.4,53.5
Fiji,2023-03-01,20.9,5.4,26.299999999999997
Fiji,2023-02-01,34.3,4.7,39
Fiji,2023-01-01,54.6,3.2,57.800000000000004
Fiji,2022-12-01,66.6,4.8,71.39999999999999
Fiji,2022-11-01,50.5,5.1,55.6
Fiji,2022-10-01,67.5,3.3,70.8
Fiji,2022-09-01,83.7,5.8,89.5
Fiji,2022-08-01,44.6,4.4,49
Fiji,2022-07-01,60.6,6.3,66.9
Fiji,2022-06-01,85,4.3,89.3
Fiji,2022-05-01,55.6,3.5,59.1
Fiji,2022-04-01,70.2,4.4,74.60000000000001
Fiji,2022-03-01,20.2,4,24.2
Fiji,2022-02-01,18.1,3.7,21.8
Fiji,2022-01-01,39.7,3.5,43.2
Fiji,2021-12-01,53.9,4.2,58.1
Fiji,2021-11-01,37.1,2.6,39.7
Fiji,2021-10-01,38.2,2.2,40.400000000000006
Fiji,2021-09-01,27,3.1,30.1
Fiji,2021-08-01,28.4,2.9,31.299999999999997
Fiji,2021-07-01,20.5,1.7,22.2
Fiji,2021-06-01,19.5,1,20.5
Fiji,2021-05-01,21,1.7,22.7
Fiji,2021-04-01,22.5,1.7,24.2
Fiji,2021-03-01,29.1,2.3,31.400000000000002
Fiji,2021-02-01,14.6,4,18.6
Fiji,2021-01-01,28.5,2.5,31
Fiji,2020-12-01,21.7,4.7,26.4
Fiji,2020-11-01,16.9,2.8,19.7
Fiji,2020-10-01,21.1,7.7,28.8
Fiji,2020-09-01,14.2,1.8,16
Fiji,2020-08-01,22.9,2.6,25.5
Fiji,2020-07-01,18.2,2.2,20.4
Fiji,2020-06-01,4.4,2.1,6.5
Fiji,2020-05-01,11,1.8,12.8
Fiji,2020-04-01,8.3,1.3,9.600000000000001
Fiji,2020-03-01,16.5,3.9,20.4
Fiji,2020-02-01,42.6,5.8,48.4
Fiji,2020-01-01,23.9,4.8,28.7
Fiji,2019-12-01,47.9,7.2,55.1
Fiji,2019-11-01,22.9,11.7,34.599999999999994
Fiji,2019-10-01,48.5,5.3,53.8
Fiji,2019-09-01,33.5,4.7,38.2
Fiji,2019-08-01,47.3,4.5,51.8
Fiji,2019-07-01,59.1,4.3,63.4
Fiji,2019-06-01,30.2,4.5,34.7
Fiji,2019-05-01,49.6,4.3,53.9
Fiji,2019-04-01,32.5,5.5,38
Fiji,2019-03-01,43.4,5.6,49
Fiji,2019-02-01,23.1,5,28.1
Fiji,2019-01-01,32.2,6,38.2
Fiji,2018-12-01,50.9,16.1,67
Fiji,2018-11-01,38.2,8.3,46.5
Fiji,2018-10-01,50.5,11.8,62.3
Fiji,2018-09-01,46.2,7.6,53.800000000000004
Fiji,2018-08-01,60.7,7,67.7
Fiji,2018-07-01,30.2,7.7,37.9
Fiji,2018-06-01,41.1,5.6,46.7
Fiji,2018-05-01,37.8,6,43.8
Fiji,2018-04-01,17.1,6.9,24
Fiji,2018-03-01,34.2,6.5,40.7
Fiji,2018-02-01,30.4,3.4,33.8
Fiji,2018-01-01,36.3,5.9,42.199999999999996
Fiji,2017-12-01,21.9,3.1,25
Fiji,2017-11-01,25.7,4.6,30.299999999999997
Fiji,2017-10-01,29.2,5,34.2
Fiji,2017-09-01,33.5,4,37.5
Fiji,2017-08-01,26,3.5,29.5
Fiji,2017-07-01,24.3,3.5,27.8
Fiji,2017-06-01,24.3,3.8,28.1
Fiji,2017-05-01,23.4,3.7,27.099999999999998
Fiji,2017-04-01,30.1,3.7,33.800000000000004
Fiji,2017-03-01,42.7,4.8,47.5
Fiji,2017-02-01,44.2,4.5,48.7
Fiji,2017-01-01,22.1,3.7,25.8
Fiji,2016-12-01,29.6,3.1,32.7
Fiji,2016-11-01,35.3,3,38.3
Fiji,2016-10-01,17.1,3.2,20.3
Fiji,2016-09-01,23.3,11.4,34.7
Fiji,2016-08-01,20.6,3.9,24.5
Fiji,2016-07-01,17.4,7.2,24.599999999999998
Fiji,2016-06-01,17.6,13.5,31.1
Fiji,2016-05-01,30.5,3.7,34.2
Fiji,2016-04-01,23.5,3.7,27.2
Fiji,2016-03-01,16.5,3.6,20.1
Fiji,2016-02-01,20.1,2.7,22.8
Fiji,2016-01-01,5.3,4.8,10.1
Fiji,2015-12-01,18.7,4.1,22.799999999999997
Fiji,2015-11-01,9.5,3.2,12.7
Fiji,2015-10-01,12.2,5.2,17.4
Fiji,2015-09-01,21.1,3.7,24.8
Fiji,2015-08-01,18.7,3.6,22.3
Fiji,2015-07-01,17.2,11.9,29.1
Fiji,2015-06-01,6.6,4.6,11.2
Fiji,2015-05-01,15.7,2.5,18.2
Fiji,2015-04-01,2.4,4.6,7
Fiji,2015-03-01,33,2.5,35.5
Fiji,2015-02-01,19.2,2.1,21.3
Fiji,2015-01-01,14.4,9.1,23.5
Fiji,2014-12-01,7.6,11,18.6
Fiji,2014-11-01,4.1,8.2,12.299999999999999
Fiji,2014-10-01,18.1,15.5,33.6
Fiji,2014-09-01,37.2,4.4,41.6
Fiji,2014-08-01,30.5,21.5,52
Fiji,2014-07-01,36.4,22.7,59.099999999999994
Fiji,2014-06-01,14.3,22.1,36.400000000000006
Fiji,2014-05-01,32,34.5,66.5
Fiji,2014-04-01,2.2,17.4,19.599999999999998
Fiji,2014-03-01,46,19.5,65.5
Fiji,2014-02-01,34.6,17.9,52.5
Fiji,2014-01-01,27.6,25.6,53.2
Fiji,2013-12-01,36.9,3,39.9
Fiji,2013-11-01,28,28.7,56.7
Fiji,2013-10-01,39.5,10.5,50
Fiji,2013-09-01,40.6,4.1,44.7
Fiji,2013-08-01,41.2,4.8,46
Fiji,2013-07-01,40.3,4.9,45.199999999999996
Fiji,2013-06-01,41.4,4.5,45.9
Fiji,2013-05-01,31,5.9,36.9
Fiji,2013-04-01,36.2,17.3,53.5
Fiji,2013-03-01,36.1,3.8,39.9
Fiji,2013-02-01,26.3,3.7,30
Fiji,2013-01-01,37.9,3.9,41.8
Fiji,2012-12-01,58.8,4.2,63
Fiji,2012-11-01,87.8,4.3,92.1
Fiji,2012-10-01,71.3,9.7,81
Fiji,2012-09-01,23.7,5.3,29
Fiji,2012-08-01,73.5,11.8,85.3
Fiji,2012-07-01,61.4,6.2,67.6
Fiji,2012-06-01,33.1,24.5,57.6
Fiji,2012-05-01,51.9,28,79.9
Fiji,2012-04-01,32.9,8.1,41
Fiji,2012-03-01,45.3,28.6,73.9
Fiji,2012-02-01,47,26.7,73.7
Fiji,2012-01-01,49.4,23.9,73.3
Fiji,2011-12-01,38.1,9.1,47.2
Fiji,2011-11-01,66.9,11.4,78.30000000000001
Fiji,2011-10-01,98.1,5.1,103.19999999999999
Fiji,2011-09-01,45,5.4,50.4
Fiji,2011-08-01,86.8,10,96.8
Fiji,2011-07-01,32.2,5.2,37.400000000000006
Fiji,2011-06-01,57.5,4.8,62.3
Fiji,2011-05-01,61.6,4.4,66
Fiji,2011-04-01,102.1,4.9,107
Fiji,2011-03-01,47,4.1,51.1
Fiji,2011-02-01,54.3,2.9,57.199999999999996
Fiji,2011-01-01,59.5,5.2,64.7
Fiji,2010-12-01,52.7,3.8,56.5
Fiji,2010-11-01,43.7,4.6,48.300000000000004
Fiji,2010-10-01,56.1,3.3,59.4
Fiji,2010-09-01,47.4,4.2,51.6
Fiji,2010-08-01,49.3,4.1,53.4
Fiji,2010-07-01,65.4,17.7,83.10000000000001
Fiji,2010-06-01,22.2,22,44.2
Fiji,2010-05-01,49.6,6.2,55.800000000000004
Fiji,2010-04-01,58,7.3,65.3
Fiji,2010-03-01,38.6,4,42.6
Fiji,2010-02-01,21.4,4.3,25.7
Fiji,2010-01-01,41.4,3.7,45.1
Fiji,2009-12-01,40.2,5.6,45.800000000000004
Fiji,2009-11-01,45,5.1,50.1
Fiji,2009-10-01,45.6,3.1,48.7
Fiji,2009-09-01,46.6,4.2,50.800000000000004
Fiji,2009-08-01,46.9,7.8,54.699999999999996
Fiji,2009-07-01,29.6,6.6,36.2
Fiji,2009-06-01,30.5,4,34.5
Fiji,2009-05-01,37.7,3.5,41.2
Fiji,2009-04-01,30.1,6.6,36.7
Fiji,2009-03-01,20.2,2.8,23
Fiji,2009-02-01,34.4,3.3,37.699999999999996
Fiji,2009-01-01,38.8,5.5,44.3
Fiji,2008-12-01,34.7,5.9,40.6
Fiji,2008-11-01,64.6,8.3,72.89999999999999
Fiji,2008-10-01,29.9,9.3,39.2
Fiji,2008-09-01,45,10.1,55.1
Fiji,2008-08-01,94.6,3.8,98.39999999999999
Fiji,2008-07-01,57.3,8.6,65.89999999999999
Fiji,2008-06-01,121.9,5.2,127.10000000000001
Fiji,2008-05-01,7.7,5.1,12.8
Fiji,2008-04-01,57.1,4.9,62
Fiji,2008-03-01,16.6,3.4,20
Fiji,2008-02-01,44.7,3.8,48.5
Fiji,2008-01-01,70.5,3,73.5
Fiji,2007-12-01,33.8,6.3,40.099999999999994
Fiji,2007-11-01,72.6,4.8,77.39999999999999
Fiji,2007-10-01,56.7,7.5,64.2
Fiji,2007-09-01,42.3,3.9,46.199999999999996
Fiji,2007-08-01,61.5,4.5,66
Fiji,2007-07-01,59.2,3.9,63.1
Fiji,2007-06-01,57.7,8.3,66
Fiji,2007-05-01,47.7,10.2,57.900000000000006
Fiji,2007-04-01,31.1,7.5,38.6
Fiji,2007-03-01,28.3,4.4,32.7
Fiji,2007-02-01,30.1,3.1,33.2
Fiji,2007-01-01,59.5,6.5,66
Fiji,2006-12-01,21.5,4.8,26.3
Fiji,2006-11-01,43.8,6.3,50.099999999999994
Fiji,2006-10-01,52.2,4.7,56.900000000000006
Fiji,2006-09-01,59.7,5.9,65.60000000000001
Fiji,2006-08-01,75.1,5.6,80.69999999999999
Fiji,2006-07-01,51.7,7.3,59
Fiji,2006-06-01,71.9,5.2,77.10000000000001
Fiji,2006-05-01,59.2,9,68.2
Fiji,2006-04-01,24.4,11.5,35.9
Fiji,2006-03-01,32.9,5.1,38
Fiji,2006-02-01,48.6,4.1,52.7
Fiji,2006-01-01,42.8,9.5,52.3
Fiji,2005-12-01,54.4,3.8,58.199999999999996
Fiji,2005-11-01,28.9,5,33.9
Fiji,2005-10-01,77.6,5,82.6
Fiji,2005-09-01,38.1,5.9,44
Fiji,2005-08-01,79.3,5.1,84.39999999999999
Fiji,2005-07-01,23.8,4.8,28.6
Fiji,2005-06-01,39.3,3.5,42.8
Fiji,2005-05-01,52,3.8,55.8
Fiji,2005-04-01,42.2,6.1,48.300000000000004
Fiji,2005-03-01,50.9,4.9,55.8
Fiji,2005-02-01,15.2,4.3,19.5
Fiji,2005-01-01,47.1,2.8,49.9
Fiji,2004-12-01,13.3,4.8,18.1
Fiji,2004-11-01,53.6,6.6,60.2
Fiji,2004-10-01,42.4,4.9,47.3
Fiji,2004-09-01,36.8,6,42.8
Fiji,2004-08-01,40.2,5.7,45.900000000000006
Fiji,2004-07-01,33,4,37
Fiji,2004-06-01,41.2,3.3,44.5
Fiji,2004-05-01,14,12.8,26.8
Fiji,2004-04-01,26.5,3.5,30
Fiji,2004-03-01,18.4,3.7,22.099999999999998
Fiji,2004-02-01,34.4,3.3,37.699999999999996
Fiji,2004-01-01,22.7,3.1,25.8
Fiji,2003-12-01,22.5,4.5,27
Fiji,2003-11-01,19.1,5.7,24.8
Fiji,2003-10-01,23.3,5,28.3
Fiji,2003-09-01,20.9,5,25.9
Fiji,2003-08-01,21,4,25
Fiji,2003-07-01,6.5,4.2,10.7
Fiji,2003-06-01,16.9,3.3,20.2
Fiji,2003-05-01,17.3,3.6,20.900000000000002
Fiji,2003-04-01,26.9,10,36.9
Fiji,2003-03-01,33.7,3,36.7
Fiji,2003-02-01,20,1.7,21.7
Fiji,2003-01-01,20.2,2.6,22.8
French Polynesia,2025-01-01,4.1,2.2,6.3
French Polynesia,2024-12-01,0.6,0.6,1.2
French Polynesia,2024-11-01,3.3,0.9,4.2
French Polynesia,2024-10-01,7.3,2.2,9.5
French Polynesia,2024-09-01,4.9,1,5.9
French Polynesia,2024-08-01,1.7,0.9,2.6
French Polynesia,2024-07-01,8.6,1.5,10.1
French Polynesia,2024-06-01,1.6,2.2,3.8000000000000003
French Polynesia,2024-05-01,10.6,0.8,11.4
French Polynesia,2024-04-01,35.2,2.4,37.6
French Polynesia,2024-03-01,4.1,1.6,5.699999999999999
French Polynesia,2024-02-01,1.1,0.6,1.7000000000000002
French Polynesia,2024-01-01,10.4,2.2,12.600000000000001
French Polynesia,2023-12-01,3,0.7,3.7
French Polynesia,2023-11-01,2.6,0.9,3.5
French Polynesia,2023-10-01,27.3,6.9,34.2
French Polynesia,2023-09-01,4.5,0.8,5.3
French Polynesia,2023-08-01,4.4,0.8,5.2
French Polynesia,2023-07-01,22.7,2.4,25.099999999999998
French Polynesia,2023-06-01,5.9,0.8,6.7
French Polynesia,2023-05-01,17,0.6,17.6
French Polynesia,2023-04-01,3.8,2.3,6.1
French Polynesia,2023-03-01,3.6,0.7,4.3
French Polynesia,2023-02-01,4,0.4,4.4
French Polynesia,2023-01-01,0.5,1.6,2.1
French Polynesia,2022-12-01,1.8,0.7,2.5
French Polynesia,2022-11-01,15.3,1.9,17.2
French Polynesia,2022-10-01,33.8,0.8,34.599999999999994
French Polynesia,2022-09-01,2.1,0.6,2.7
French Polynesia,2022-08-01,3.6,0.6,4.2
French Polynesia,2022-07-01,21.3,1.5,22.8
French Polynesia,2022-06-01,0.8,1.7,2.5
French Polynesia,2022-05-01,2.1,0.9,3
French Polynesia,2022-04-01,2.3,0.9,3.1999999999999997
French Polynesia,2022-03-01,3.3,1.5,4.8
French Polynesia,2022-02-01,15.6,0.4,16
French Polynesia,2022-01-01,15.6,1.6,17.2
French Polynesia,2021-12-01,9.1,0.6,9.7
French Polynesia,2021-11-01,1.7,0.6,2.3
French Polynesia,2021-10-01,20.1,1.7,21.8
French Polynesia,2021-09-01,3.1,4.1,7.199999999999999
French Polynesia,2021-08-01,2,0.6,2.6
French Polynesia,2021-07-01,19.4,1.3,20.7
French Polynesia,2021-06-01,0.6,0.9,1.5
French Polynesia,2021-05-01,0.8,0.5,1.3
French Polynesia,2021-04-01,0.9,0.4,1.3
French Polynesia,2021-03-01,1.2,1.1,2.3
French Polynesia,2021-02-01,1.2,0.3,1.5
French Polynesia,2021-01-01,34.4,0.4,34.8
French Polynesia,2020-12-01,3.7,0.6,4.3
French Polynesia,2020-11-01,6.7,2.1,8.8
French Polynesia,2020-10-01,1.5,0.5,2
French Polynesia,2020-09-01,1.5,0.6,2.1
French Polynesia,2020-08-01,1,0.8,1.8
French Polynesia,2020-07-01,1,1.2,2.2
French Polynesia,2020-06-01,0.8,0.5,1.3
French Polynesia,2020-05-01,2.7,0.5,3.2
French Polynesia,2020-04-01,0.5,0.2,0.7
French Polynesia,2020-03-01,7.5,0.4,7.9
French Polynesia,2020-02-01,6.9,0.3,7.2
French Polynesia,2020-01-01,0.9,0.5,1.4
French Polynesia,2019-12-01,12.1,4.1,16.2
French Polynesia,2019-11-01,2.8,0.5,3.3
French Polynesia,2019-10-01,8.2,0.8,9
French Polynesia,2019-09-01,7.5,0.8,8.3
French Polynesia,2019-08-01,10.8,0.6,11.4
French Polynesia,2019-07-01,19.7,0.8,20.5
French Polynesia,2019-06-01,1.3,0.5,1.8
French Polynesia,2019-05-01,24.5,1.1,25.6
French Polynesia,2019-04-01,2.6,0.6,3.2
French Polynesia,2019-03-01,15.5,0.7,16.2
French Polynesia,2019-02-01,5.5,0.4,5.9
French Polynesia,2019-01-01,16.7,0.6,17.3
French Polynesia,2018-12-01,19.3,0.6,19.900000000000002
French Polynesia,2018-11-01,0.9,1.1,2
French Polynesia,2018-10-01,21.3,0.9,22.2
French Polynesia,2018-09-01,1,0.7,1.7
French Polynesia,2018-08-01,21.8,0.6,22.400000000000002
French Polynesia,2018-07-01,12.2,0.8,13
French Polynesia,2018-06-01,17.8,0.6,18.400000000000002
French Polynesia,2018-05-01,18.6,0.7,19.3
French Polynesia,2018-04-01,1.6,0.7,2.3
French Polynesia,2018-03-01,0.9,0.5,1.4
French Polynesia,2018-02-01,17.5,0.4,17.9
French Polynesia,2018-01-01,5.1,2.4,7.5
French Polynesia,2017-12-01,0.8,0.6,1.4
French Polynesia,2017-11-01,16.4,0.8,17.2
French Polynesia,2017-10-01,2,0.9,2.9
