Country,Date,Trade_Value
Syria,2016-02-01,0
Syria,2016-01-01,0.7
Syria,2015-12-01,0.9
Syria,2015-11-01,0.9
Syria,2015-10-01,0.8
Syria,2015-09-01,0.5
Syria,2015-08-01,0.4
Syria,2015-07-01,0
Syria,2015-06-01,0.5
Syria,2015-05-01,0.5
Syria,2015-04-01,0.5
Syria,2015-03-01,1.2
Syria,2015-02-01,0.3
Syria,2015-01-01,0
Syria,2014-12-01,0.7
Syria,2014-11-01,0.3
Syria,2014-10-01,0.2
Syria,2014-09-01,0.5
Syria,2014-08-01,0.8
Syria,2014-07-01,0.2
Syria,2014-06-01,0.4
Syria,2014-05-01,0.1
Syria,2014-04-01,1
Syria,2014-03-01,0.6
Syria,2014-02-01,0.4
Syria,2014-01-01,1.6
Syria,2013-12-01,0.8
Syria,2013-11-01,0.3
Syria,2013-10-01,0.1
Syria,2013-09-01,0
Syria,2013-08-01,0.5
Syria,2013-07-01,0.4
Syria,2013-06-01,0.6
Syria,2013-05-01,1
Syria,2013-04-01,0.6
Syria,2013-03-01,1
Syria,2013-02-01,0.2
Syria,2013-01-01,0.7
Syria,2012-12-01,0
Syria,2012-11-01,1
Syria,2012-10-01,0.5
Syria,2012-09-01,0.2
Syria,2012-08-01,1.3
Syria,2012-07-01,0.3
Syria,2012-06-01,1.3
Syria,2012-05-01,1.5
Syria,2012-04-01,0.3
Syria,2012-03-01,0.9
Syria,2012-02-01,0.5
Syria,2012-01-01,2.4
Syria,2011-12-01,1.5
Syria,2011-11-01,1.2
Syria,2011-10-01,0.8
Syria,2011-09-01,0.3
Syria,2011-08-01,0.7
Syria,2011-07-01,0.5
Syria,2011-06-01,1.2
Syria,2011-05-01,0.7
Syria,2011-04-01,1.5
Syria,2011-03-01,0.9
Syria,2011-02-01,0.4
Syria,2011-01-01,1.4
Syria,2010-12-01,1
Syria,2010-11-01,2.6
Syria,2010-10-01,0.2
Syria,2010-09-01,1.3
Syria,2010-08-01,1.6
Syria,2010-07-01,1.9
Syria,2010-06-01,2.9
Syria,2010-05-01,0.3
Syria,2010-04-01,0.7
Syria,2010-03-01,0.8
Syria,2010-02-01,0.5
Syria,2010-01-01,1.3
Syria,2009-12-01,1.7
Syria,2009-11-01,3
Syria,2009-10-01,0.9
Syria,2009-09-01,1.8
Syria,2009-08-01,4.3
Syria,2009-07-01,1.3
Syria,2009-06-01,2.3
Syria,2009-05-01,1.4
Syria,2009-04-01,1.3
Syria,2009-03-01,3.1
Syria,2009-02-01,2.3
Syria,2009-01-01,1.8
Syria,2008-12-01,1.6
Syria,2008-11-01,2.1
Syria,2008-10-01,1.8
Syria,2008-09-01,2.2
Syria,2008-08-01,1.6
Syria,2008-07-01,2.1
Syria,2008-06-01,3.1
Syria,2008-05-01,1.5
Syria,2008-04-01,2.8
Syria,2008-03-01,1.8
Syria,2008-02-01,1.2
Syria,2008-01-01,3.9
Syria,2007-12-01,2.3
Syria,2007-11-01,1.1
Syria,2007-10-01,1.2
Syria,2007-09-01,1.6
Syria,2007-08-01,1.3
Syria,2007-07-01,1.4
Syria,2007-06-01,1
Syria,2007-05-01,2.6
Syria,2007-04-01,1.2
Syria,2007-03-01,1.2
Syria,2007-02-01,0.6
Syria,2007-01-01,2.1
Syria,2006-12-01,1.2
Syria,2006-11-01,1.1
Syria,2006-10-01,1.3
Syria,2006-09-01,2.3
Syria,2006-08-01,3
Syria,2006-07-01,1.1
Syria,2006-06-01,3.8
Syria,2006-05-01,1.3
Syria,2006-04-01,1.5
Syria,2006-03-01,3.1
Syria,2006-02-01,2.7
Syria,2006-01-01,36.7
Syria,2005-12-01,38.4
Syria,2005-11-01,33.6
Syria,2005-10-01,1.6
Syria,2005-09-01,2.6
Syria,2005-08-01,1.3
Syria,2005-07-01,0.6
Syria,2005-06-01,2.5
Syria,2005-05-01,1.9
Syria,2005-04-01,2.1
Syria,2005-03-01,2.7
Syria,2005-02-01,2.9
Syria,2005-01-01,3.1
Syria,2004-12-01,1.6
Syria,2004-11-01,0.9
Syria,2004-10-01,2.2
Syria,2004-09-01,1
Syria,2004-08-01,2.4
Syria,2004-07-01,0.9
Syria,2004-06-01,0.6
Syria,2004-05-01,2.1
Syria,2004-04-01,1.5
Syria,2004-03-01,11.6
Syria,2004-02-01,1.7
Syria,2004-01-01,1.2
Syria,2003-12-01,1.1
Syria,2003-11-01,1
Syria,2003-10-01,2
Syria,2003-09-01,2.1
Syria,2003-08-01,2.8
Syria,2003-07-01,2.2
Syria,2003-06-01,2.6
Syria,2003-05-01,0.8
Syria,2003-04-01,0.8
Syria,2003-03-01,1.3
Syria,2003-02-01,1
Syria,2003-01-01,2
Taiwan,2025-01-01,1099.7
Taiwan,2024-12-01,1255
Taiwan,2024-11-01,1101.6
Taiwan,2024-10-01,1146.6
Taiwan,2024-09-01,1019.5
Taiwan,2024-08-01,1121.9
Taiwan,2024-07-01,1160.2
Taiwan,2024-06-01,957.3
Taiwan,2024-05-01,978.2
Taiwan,2024-04-01,1107.2
Taiwan,2024-03-01,946.3
Taiwan,2024-02-01,704.9
Taiwan,2024-01-01,848
Taiwan,2023-12-01,876.9
Taiwan,2023-11-01,809.3
Taiwan,2023-10-01,940.3
Taiwan,2023-09-01,977.2
Taiwan,2023-08-01,881.7
Taiwan,2023-07-01,1097.3
Taiwan,2023-06-01,1204.6
Taiwan,2023-05-01,1070.2
Taiwan,2023-04-01,1114.2
Taiwan,2023-03-01,917.2
Taiwan,2023-02-01,784.8
Taiwan,2023-01-01,1182.2
Taiwan,2022-12-01,1188.7
Taiwan,2022-11-01,1322.1
Taiwan,2022-10-01,1572.6
Taiwan,2022-09-01,1357.5
Taiwan,2022-08-01,1253.8
Taiwan,2022-07-01,1689.2
Taiwan,2022-06-01,1408.3
Taiwan,2022-05-01,1403.7
Taiwan,2022-04-01,1558.7
Taiwan,2022-03-01,1345.9
Taiwan,2022-02-01,1055.8
Taiwan,2022-01-01,1295.2
Taiwan,2021-12-01,1446.2
Taiwan,2021-11-01,1378.2
Taiwan,2021-10-01,1271.3
Taiwan,2021-09-01,1188.6
Taiwan,2021-08-01,1524
Taiwan,2021-07-01,1360.3
Taiwan,2021-06-01,1246.7
Taiwan,2021-05-01,1098.3
Taiwan,2021-04-01,1179.3
Taiwan,2021-03-01,1311.3
Taiwan,2021-02-01,1143.7
Taiwan,2021-01-01,1162.4
Taiwan,2020-12-01,1297.1
Taiwan,2020-11-01,1006.4
Taiwan,2020-10-01,994.6
Taiwan,2020-09-01,956.1
Taiwan,2020-08-01,1039.8
Taiwan,2020-07-01,1032.1
Taiwan,2020-06-01,917.9
Taiwan,2020-05-01,843.7
Taiwan,2020-04-01,1014.1
Taiwan,2020-03-01,1051.9
Taiwan,2020-02-01,911.4
Taiwan,2020-01-01,971.4
Taiwan,2019-12-01,1079.4
Taiwan,2019-11-01,888.1
Taiwan,2019-10-01,1033.8
Taiwan,2019-09-01,906.6
Taiwan,2019-08-01,894.4
Taiwan,2019-07-01,822.9
Taiwan,2019-06-01,702.8
Taiwan,2019-05-01,652.6
Taiwan,2019-04-01,790.4
Taiwan,2019-03-01,797.8
Taiwan,2019-02-01,829
Taiwan,2019-01-01,886.8
Taiwan,2018-12-01,924.9
Taiwan,2018-11-01,967.5
Taiwan,2018-10-01,1066.7
Taiwan,2018-09-01,951
Taiwan,2018-08-01,1089.3
Taiwan,2018-07-01,1011.2
Taiwan,2018-06-01,969.3
Taiwan,2018-05-01,1057.1
Taiwan,2018-04-01,968.8
Taiwan,2018-03-01,1034.1
Taiwan,2018-02-01,825.2
Taiwan,2018-01-01,1057.5
Taiwan,2017-12-01,1104.8
Taiwan,2017-11-01,997.4
Taiwan,2017-10-01,1028.3
Taiwan,2017-09-01,999.2
Taiwan,2017-08-01,916.8
Taiwan,2017-07-01,914.2
Taiwan,2017-06-01,1037.6
Taiwan,2017-05-01,1210.7
Taiwan,2017-04-01,1157.5
Taiwan,2017-03-01,1118.7
Taiwan,2017-02-01,1026.5
Taiwan,2017-01-01,1280.6
Taiwan,2016-12-01,1389.6
Taiwan,2016-11-01,1172.1
Taiwan,2016-10-01,1059.1
Taiwan,2016-09-01,945
Taiwan,2016-08-01,984.9
Taiwan,2016-07-01,828.5
Taiwan,2016-06-01,1060.8
Taiwan,2016-05-01,971
Taiwan,2016-04-01,712
Taiwan,2016-03-01,795.4
Taiwan,2016-02-01,591.6
Taiwan,2016-01-01,667.2
Taiwan,2015-12-01,785.8
Taiwan,2015-11-01,779.3
Taiwan,2015-10-01,865.8
Taiwan,2015-09-01,899
Taiwan,2015-08-01,805.7
Taiwan,2015-07-01,1019.6
Taiwan,2015-06-01,826.4
Taiwan,2015-05-01,829.7
Taiwan,2015-04-01,913.2
Taiwan,2015-03-01,903.4
Taiwan,2015-02-01,696.3
Taiwan,2015-01-01,933.1
Taiwan,2014-12-01,1010
Taiwan,2014-11-01,848.5
Taiwan,2014-10-01,1070.1
Taiwan,2014-09-01,1023
Taiwan,2014-08-01,1052
Taiwan,2014-07-01,1047.9
Taiwan,2014-06-01,930.8
Taiwan,2014-05-01,897.1
Taiwan,2014-04-01,1138.3
Taiwan,2014-03-01,915.7
Taiwan,2014-02-01,882.4
Taiwan,2014-01-01,1063.3
Taiwan,2013-12-01,924.7
Taiwan,2013-11-01,838.4
Taiwan,2013-10-01,1128.5
Taiwan,2013-09-01,763.3
Taiwan,2013-08-01,915.1
Taiwan,2013-07-01,955.8
Taiwan,2013-06-01,852
Taiwan,2013-05-01,1088.5
Taiwan,2013-04-01,1080.3
Taiwan,2013-03-01,898.2
Taiwan,2013-02-01,830.5
Taiwan,2013-01-01,947
Taiwan,2012-12-01,828.4
Taiwan,2012-11-01,787.5
Taiwan,2012-10-01,883.3
Taiwan,2012-09-01,840.8
Taiwan,2012-08-01,945.1
Taiwan,2012-07-01,1106.5
Taiwan,2012-06-01,972
Taiwan,2012-05-01,1012.3
Taiwan,2012-04-01,932.9
Taiwan,2012-03-01,998.5
Taiwan,2012-02-01,876.3
Taiwan,2012-01-01,810
Taiwan,2011-12-01,869.3
Taiwan,2011-11-01,865.2
Taiwan,2011-10-01,703.7
Taiwan,2011-09-01,805.9
Taiwan,2011-08-01,839
Taiwan,2011-07-01,881.5
Taiwan,2011-06-01,895.3
Taiwan,2011-05-01,1021.3
Taiwan,2011-04-01,868.7
Taiwan,2011-03-01,958.8
Taiwan,2011-02-01,677.6
Taiwan,2011-01-01,876.9
Taiwan,2010-12-01,826.1
Taiwan,2010-11-01,754.9
Taiwan,2010-10-01,897.5
Taiwan,2010-09-01,903.1
Taiwan,2010-08-01,887.5
Taiwan,2010-07-01,946.9
Taiwan,2010-06-01,853.1
Taiwan,2010-05-01,805
Taiwan,2010-04-01,793.8
Taiwan,2010-03-01,911.5
Taiwan,2010-02-01,714.6
Taiwan,2010-01-01,767.4
Taiwan,2009-12-01,796.5
Taiwan,2009-11-01,754.1
Taiwan,2009-10-01,637.9
Taiwan,2009-09-01,628.1
Taiwan,2009-08-01,639
Taiwan,2009-07-01,721.8
Taiwan,2009-06-01,522.1
Taiwan,2009-05-01,546.2
Taiwan,2009-04-01,592.2
Taiwan,2009-03-01,470.6
Taiwan,2009-02-01,318.6
Taiwan,2009-01-01,369.9
Taiwan,2008-12-01,328.2
Taiwan,2008-11-01,412.7
Taiwan,2008-10-01,598.9
Taiwan,2008-09-01,713.7
Taiwan,2008-08-01,600.3
Taiwan,2008-07-01,757.8
Taiwan,2008-06-01,561.1
Taiwan,2008-05-01,540.4
Taiwan,2008-04-01,647.7
Taiwan,2008-03-01,555.7
Taiwan,2008-02-01,492.5
Taiwan,2008-01-01,626.4
Taiwan,2007-12-01,577.6
Taiwan,2007-11-01,608.1
Taiwan,2007-10-01,737.5
Taiwan,2007-09-01,564.9
Taiwan,2007-08-01,696.4
Taiwan,2007-07-01,665.2
Taiwan,2007-06-01,621.1
Taiwan,2007-05-01,584.8
Taiwan,2007-04-01,639
Taiwan,2007-03-01,602.1
Taiwan,2007-02-01,404.6
Taiwan,2007-01-01,679
Taiwan,2006-12-01,526
Taiwan,2006-11-01,574.4
Taiwan,2006-10-01,736.5
Taiwan,2006-09-01,714.9
Taiwan,2006-08-01,640.6
Taiwan,2006-07-01,687
Taiwan,2006-06-01,737.9
Taiwan,2006-05-01,694.3
Taiwan,2006-04-01,760.2
Taiwan,2006-03-01,750.2
Taiwan,2006-02-01,600.2
Taiwan,2006-01-01,684.9
Taiwan,2005-12-01,832.2
Taiwan,2005-11-01,785.7
Taiwan,2005-10-01,745.2
Taiwan,2005-09-01,750.7
Taiwan,2005-08-01,737
Taiwan,2005-07-01,705.3
Taiwan,2005-06-01,666.8
Taiwan,2005-05-01,635.2
Taiwan,2005-04-01,590
Taiwan,2005-03-01,646.1
Taiwan,2005-02-01,478.8
Taiwan,2005-01-01,486.4
Taiwan,2004-12-01,602.6
Taiwan,2004-11-01,663.7
Taiwan,2004-10-01,601.2
Taiwan,2004-09-01,635.3
Taiwan,2004-08-01,511.2
Taiwan,2004-07-01,628.9
Taiwan,2004-06-01,556.8
Taiwan,2004-05-01,562.1
Taiwan,2004-04-01,607.2
Taiwan,2004-03-01,559.5
Taiwan,2004-02-01,524.3
Taiwan,2004-01-01,516
Taiwan,2003-12-01,596
Taiwan,2003-11-01,514.3
Taiwan,2003-10-01,528.3
Taiwan,2003-09-01,543.5
Taiwan,2003-08-01,501.6
Taiwan,2003-07-01,518.3
Taiwan,2003-06-01,459
Taiwan,2003-05-01,412.6
Taiwan,2003-04-01,516
Taiwan,2003-03-01,534.4
Taiwan,2003-02-01,492.5
Taiwan,2003-01-01,536.7
Thailand,2025-01-01,616.5
Thailand,2024-12-01,684.7
Thailand,2024-11-01,760.2
Thailand,2024-10-01,591.1
Thailand,2024-09-01,567.1
Thailand,2024-08-01,784.2
Thailand,2024-07-01,792.7
Thailand,2024-06-01,807.1
Thailand,2024-05-01,740.8
Thailand,2024-04-01,653.2
Thailand,2024-03-01,613.6
Thailand,2024-02-01,581.4
Thailand,2024-01-01,645.1
Thailand,2023-12-01,692.4
Thailand,2023-11-01,888.1
Thailand,2023-10-01,716.8
Thailand,2023-09-01,555.5
Thailand,2023-08-01,807.3
Thailand,2023-07-01,672.4
Thailand,2023-06-01,558.5
Thailand,2023-05-01,886.4
Thailand,2023-04-01,750
Thailand,2023-03-01,848.7
Thailand,2023-02-01,719.3
Thailand,2023-01-01,794.3
Thailand,2022-12-01,722
Thailand,2022-11-01,601.2
Thailand,2022-10-01,638.4
Thailand,2022-09-01,768.8
Thailand,2022-08-01,996.1
Thailand,2022-07-01,754.7
Thailand,2022-06-01,790.2
Thailand,2022-05-01,916.7
Thailand,2022-04-01,846.2
Thailand,2022-03-01,824.6
Thailand,2022-02-01,621.6
Thailand,2022-01-01,810.2
Thailand,2021-12-01,957.7
Thailand,2021-11-01,693
Thailand,2021-10-01,586
Thailand,2021-09-01,646.9
Thailand,2021-08-01,754.1
Thailand,2021-07-01,770.7
Thailand,2021-06-01,779.8
Thailand,2021-05-01,661.6
Thailand,2021-04-01,694.8
Thailand,2021-03-01,825.3
Thailand,2021-02-01,609.2
Thailand,2021-01-01,909.4
Thailand,2020-12-01,677.8
Thailand,2020-11-01,805.5
Thailand,2020-10-01,725.2
Thailand,2020-09-01,730.5
Thailand,2020-08-01,693.6
Thailand,2020-07-01,603.5
Thailand,2020-06-01,529.1
Thailand,2020-05-01,514.4
Thailand,2020-04-01,591.4
Thailand,2020-03-01,1478.2
Thailand,2020-02-01,756.2
Thailand,2020-01-01,667.9
Thailand,2019-12-01,729.9
Thailand,2019-11-01,1048.5
Thailand,2019-10-01,963.7
Thailand,2019-09-01,919.3
Thailand,2019-08-01,622.8
Thailand,2019-07-01,758.2
Thailand,2019-06-01,583.9
Thailand,2019-05-01,677.6
Thailand,2019-04-01,710.4
Thailand,2019-03-01,608.7
Thailand,2019-02-01,678
Thailand,2019-01-01,668.4
Thailand,2018-12-01,533.9
Thailand,2018-11-01,708.6
Thailand,2018-10-01,848.9
Thailand,2018-09-01,934.4
Thailand,2018-08-01,812.1
Thailand,2018-07-01,829.4
Thailand,2018-06-01,691
Thailand,2018-05-01,690.7
Thailand,2018-04-01,708.2
Thailand,2018-03-01,719.6
Thailand,2018-02-01,575.5
Thailand,2018-01-01,779.7
Thailand,2017-12-01,698.1
Thailand,2017-11-01,758.1
Thailand,2017-10-01,805.8
Thailand,2017-09-01,686.4
Thailand,2017-08-01,793.9
Thailand,2017-07-01,970
Thailand,2017-06-01,733.1
Thailand,2017-05-01,814.6
Thailand,2017-04-01,782.4
Thailand,2017-03-01,916.4
Thailand,2017-02-01,691.5
Thailand,2017-01-01,735.9
Thailand,2016-12-01,752.2
Thailand,2016-11-01,629.5
Thailand,2016-10-01,722.5
Thailand,2016-09-01,692.3
Thailand,2016-08-01,687.5
Thailand,2016-07-01,644.2
Thailand,2016-06-01,714.9
Thailand,2016-05-01,692.8
Thailand,2016-04-01,688.5
Thailand,2016-03-01,733.5
Thailand,2016-02-01,636.4
Thailand,2016-01-01,667.2
Thailand,2015-12-01,625.9
Thailand,2015-11-01,669
Thailand,2015-10-01,739.9
Thailand,2015-09-01,726.2
Thailand,2015-08-01,638.3
Thailand,2015-07-01,733.4
Thailand,2015-06-01,686
Thailand,2015-05-01,700.4
Thailand,2015-04-01,748.4
Thailand,2015-03-01,805
Thailand,2015-02-01,735.9
Thailand,2015-01-01,680.3
Thailand,2014-12-01,645.3
Thailand,2014-11-01,621.5
Thailand,2014-10-01,796.4
Thailand,2014-09-01,790.7
Thailand,2014-08-01,665.5
Thailand,2014-07-01,819
Thailand,2014-06-01,692.9
Thailand,2014-05-01,774.9
Thailand,2014-04-01,780.7
Thailand,2014-03-01,722
Thailand,2014-02-01,690.6
Thailand,2014-01-01,678.3
Thailand,2013-12-01,581.3
Thailand,2013-11-01,589.9
Thailand,2013-10-01,693.8
Thailand,2013-09-01,735.5
Thailand,2013-08-01,619.6
Thailand,2013-07-01,779.2
Thailand,2013-06-01,667.9
Thailand,2013-05-01,885.3
Thailand,2013-04-01,756.2
Thailand,2013-03-01,642.9
Thailand,2013-02-01,572.1
Thailand,2013-01-01,668.7
Thailand,2012-12-01,629.1
Thailand,2012-11-01,636.3
Thailand,2012-10-01,661.5
Thailand,2012-09-01,609.2
Thailand,2012-08-01,688.3
Thailand,2012-07-01,728
Thailand,2012-06-01,666.1
Thailand,2012-05-01,861.8
Thailand,2012-04-01,671
Thailand,2012-03-01,752.8
Thailand,2012-02-01,933.1
Thailand,2012-01-01,880.5
Thailand,2011-12-01,598.5
Thailand,2011-11-01,591.3
Thailand,2011-10-01,683.2
Thailand,2011-09-01,711.2
Thailand,2011-08-01,701.2
Thailand,2011-07-01,712
Thailand,2011-06-01,643.1
Thailand,2011-05-01,727.8
Thailand,2011-04-01,681.9
Thailand,2011-03-01,726.8
Thailand,2011-02-01,598
Thailand,2011-01-01,696.2
Thailand,2010-12-01,659.2
Thailand,2010-11-01,636.9
Thailand,2010-10-01,619.2
Thailand,2010-09-01,592.1
Thailand,2010-08-01,656.4
Thailand,2010-07-01,660
Thailand,2010-06-01,643
Thailand,2010-05-01,663.8
Thailand,2010-04-01,667.7
Thailand,2010-03-01,730.4
Thailand,2010-02-01,603.7
Thailand,2010-01-01,623.4
Thailand,2009-12-01,657.1
Thailand,2009-11-01,553.6
Thailand,2009-10-01,606.5
Thailand,2009-09-01,580.1
Thailand,2009-08-01,554.2
Thailand,2009-07-01,603.8
Thailand,2009-06-01,518.8
Thailand,2009-05-01,513
Thailand,2009-04-01,464.6
Thailand,2009-03-01,530.5
Thailand,2009-02-01,479.4
Thailand,2009-01-01,419.3
Thailand,2008-12-01,401.8
Thailand,2008-11-01,587.2
Thailand,2008-10-01,706.6
Thailand,2008-09-01,658
Thailand,2008-08-01,726.4
Thailand,2008-07-01,711.8
Thailand,2008-06-01,633.5
Thailand,2008-05-01,673.1
Thailand,2008-04-01,734
Thailand,2008-03-01,743.7
Thailand,2008-02-01,757.7
Thailand,2008-01-01,864.1
Thailand,2007-12-01,747.2
Thailand,2007-11-01,797.1
Thailand,2007-10-01,888.5
Thailand,2007-09-01,765.6
Thailand,2007-08-01,759.5
Thailand,2007-07-01,869.2
Thailand,2007-06-01,750.1
Thailand,2007-05-01,760.1
Thailand,2007-04-01,714.1
Thailand,2007-03-01,814.6
Thailand,2007-02-01,683.2
Thailand,2007-01-01,785.5
Thailand,2006-12-01,660.1
Thailand,2006-11-01,729.2
Thailand,2006-10-01,831.5
Thailand,2006-09-01,742.3
Thailand,2006-08-01,769.5
Thailand,2006-07-01,769.2
Thailand,2006-06-01,781
Thailand,2006-05-01,717.6
Thailand,2006-04-01,639.7
Thailand,2006-03-01,885.2
Thailand,2006-02-01,667.7
Thailand,2006-01-01,659.7
Thailand,2005-12-01,705.5
Thailand,2005-11-01,711.2
Thailand,2005-10-01,734.2
Thailand,2005-09-01,631.1
Thailand,2005-08-01,700.1
Thailand,2005-07-01,670.6
Thailand,2005-06-01,674.5
Thailand,2005-05-01,607.1
Thailand,2005-04-01,649.3
Thailand,2005-03-01,612.6
Thailand,2005-02-01,526.9
Thailand,2005-01-01,506.3
Thailand,2004-12-01,507.8
Thailand,2004-11-01,574.7
Thailand,2004-10-01,569.1
Thailand,2004-09-01,562.8
Thailand,2004-08-01,583.5
Thailand,2004-07-01,539.2
Thailand,2004-06-01,503.1
Thailand,2004-05-01,474.2
Thailand,2004-04-01,446.4
Thailand,2004-03-01,513.5
Thailand,2004-02-01,468.8
Thailand,2004-01-01,445.9
Thailand,2003-12-01,451.5
Thailand,2003-11-01,388.1
Thailand,2003-10-01,455.7
Thailand,2003-09-01,420.9
Thailand,2003-08-01,391.5
Thailand,2003-07-01,405.6
Thailand,2003-06-01,348.1
Thailand,2003-05-01,343.9
Thailand,2003-04-01,362
Thailand,2003-03-01,407.8
Thailand,2003-02-01,358.1
Thailand,2003-01-01,424.2
Turkiye,2025-01-01,30.6
Turkiye,2024-12-01,39.3
Turkiye,2024-11-01,41.6
Turkiye,2024-10-01,26.7
Turkiye,2024-09-01,26.8
Turkiye,2024-08-01,47.4
Turkiye,2024-07-01,23.6
Turkiye,2024-06-01,31.1
Turkiye,2024-05-01,31.7
Turkiye,2024-04-01,38.2
Turkiye,2024-03-01,22.1
Turkiye,2024-02-01,41.4
Turkiye,2024-01-01,40.5
Turkiye,2023-12-01,29.9
Turkiye,2023-11-01,32.5
Turkiye,2023-10-01,32.8
Turkiye,2023-09-01,42.9
Turkiye,2023-08-01,35.5
Turkiye,2023-07-01,27.6
Turkiye,2023-06-01,32.2
Turkiye,2023-05-01,47
Turkiye,2023-04-01,30.4
Turkiye,2023-03-01,33.1
Turkiye,2023-02-01,30.5
Turkiye,2023-01-01,27.8
Turkiye,2022-12-01,31.5
Turkiye,2022-11-01,41.9
Turkiye,2022-10-01,37.8
Turkiye,2022-09-01,48.7
Turkiye,2022-08-01,39.8
Turkiye,2022-07-01,36.3
Turkiye,2022-06-01,48.6
Turkiye,2022-05-01,22.6
Turkiye,2022-04-01,39
Turkiye,2022-03-01,33.5
Turkiye,2022-02-01,50.2
Turkiye,2022-01-01,48
Turkiye,2021-12-01,80.2
Turkiye,2021-11-01,49.5
Turkiye,2021-10-01,49.8
Turkiye,2021-09-01,53.2
Turkiye,2021-08-01,38.9
Turkiye,2021-07-01,46.3
Turkiye,2021-06-01,35.6
Turkiye,2021-05-01,35.9
Turkiye,2021-04-01,107.2
Turkiye,2021-03-01,42.5
Turkiye,2021-02-01,28.1
Turkiye,2021-01-01,26.8
Turkiye,2020-12-01,35.5
Turkiye,2020-11-01,17.2
Turkiye,2020-10-01,26.6
Turkiye,2020-09-01,19.8
Turkiye,2020-08-01,34.2
Turkiye,2020-07-01,38.9
Turkiye,2020-06-01,32.1
Turkiye,2020-05-01,41
Turkiye,2020-04-01,47.7
Turkiye,2020-03-01,57.8
Turkiye,2020-02-01,55.4
Turkiye,2020-01-01,39.7
Turkiye,2019-12-01,37.6
Turkiye,2019-11-01,37.2
Turkiye,2019-10-01,39.4
Turkiye,2019-09-01,33.6
Turkiye,2019-08-01,34.9
Turkiye,2019-07-01,24.7
Turkiye,2019-06-01,24.3
Turkiye,2019-05-01,21.1
Turkiye,2019-04-01,38.5
Turkiye,2019-03-01,27
Turkiye,2019-02-01,31.7
Turkiye,2019-01-01,37.4
Turkiye,2018-12-01,20.9
Turkiye,2018-11-01,20.1
Turkiye,2018-10-01,20.4
Turkiye,2018-09-01,23.8
Turkiye,2018-08-01,18
Turkiye,2018-07-01,24.8
Turkiye,2018-06-01,20.8
Turkiye,2018-05-01,23.2
Turkiye,2018-04-01,23.6
Turkiye,2018-03-01,33.9
Turkiye,2018-02-01,22.1
Turkiye,2018-01-01,26
Turkiye,2017-12-01,45.4
Turkiye,2017-11-01,36.2
Turkiye,2017-10-01,39
Turkiye,2017-09-01,39.1
Turkiye,2017-08-01,24.7
Turkiye,2017-07-01,37.3
Turkiye,2017-06-01,33.8
Turkiye,2017-05-01,26.3
Turkiye,2017-04-01,22.1
Turkiye,2017-03-01,39
Turkiye,2017-02-01,23.9
Turkiye,2017-01-01,32.7
Turkiye,2016-12-01,49.1
Turkiye,2016-11-01,41.1
Turkiye,2016-10-01,23.1
Turkiye,2016-09-01,30.4
Turkiye,2016-08-01,27.5
Turkiye,2016-07-01,29.7
Turkiye,2016-06-01,27.2
Turkiye,2016-05-01,22
Turkiye,2016-04-01,27.3
Turkiye,2016-03-01,29.9
Turkiye,2016-02-01,22.4
Turkiye,2016-01-01,40.8
Turkiye,2015-12-01,44.2
Turkiye,2015-11-01,23.3
Turkiye,2015-10-01,24.9
Turkiye,2015-09-01,31.6
Turkiye,2015-08-01,38.1
Turkiye,2015-07-01,37.7
Turkiye,2015-06-01,25.2
Turkiye,2015-05-01,17.8
Turkiye,2015-04-01,28.1
Turkiye,2015-03-01,15.2
Turkiye,2015-02-01,23.7
Turkiye,2015-01-01,17.9
Turkiye,2014-12-01,30.6
Turkiye,2014-11-01,26.5
Turkiye,2014-10-01,33.1
Turkiye,2014-09-01,26.9
Turkiye,2014-08-01,26.9
Turkiye,2014-07-01,26.9
Turkiye,2014-06-01,32
Turkiye,2014-05-01,32.6
Turkiye,2014-04-01,30.5
Turkiye,2014-03-01,38.9
Turkiye,2014-02-01,26.1
Turkiye,2014-01-01,25.5
Turkiye,2013-12-01,32.2
Turkiye,2013-11-01,29.7
Turkiye,2013-10-01,34.5
Turkiye,2013-09-01,30.4
Turkiye,2013-08-01,28.8
Turkiye,2013-07-01,30.1
Turkiye,2013-06-01,25.4
Turkiye,2013-05-01,30.4
Turkiye,2013-04-01,25
Turkiye,2013-03-01,29.9
Turkiye,2013-02-01,22.8
Turkiye,2013-01-01,23.8
Turkiye,2012-12-01,22.7
Turkiye,2012-11-01,19.2
Turkiye,2012-10-01,16.5
Turkiye,2012-09-01,18.5
Turkiye,2012-08-01,193.8
Turkiye,2012-07-01,21.1
Turkiye,2012-06-01,21.2
Turkiye,2012-05-01,21.1
Turkiye,2012-04-01,18.2
Turkiye,2012-03-01,22.7
Turkiye,2012-02-01,19.5
Turkiye,2012-01-01,24.8
Turkiye,2011-12-01,22
Turkiye,2011-11-01,20.3
Turkiye,2011-10-01,16.7
Turkiye,2011-09-01,18
Turkiye,2011-08-01,20.2
Turkiye,2011-07-01,23.1
Turkiye,2011-06-01,14.8
Turkiye,2011-05-01,19.3
Turkiye,2011-04-01,22.1
Turkiye,2011-03-01,33.1
Turkiye,2011-02-01,20.2
Turkiye,2011-01-01,87.4
Turkiye,2010-12-01,21.7
Turkiye,2010-11-01,19.2
Turkiye,2010-10-01,21.2
Turkiye,2010-09-01,19.7
Turkiye,2010-08-01,21.6
