Country,Date,Trade_Value
Norway,2017-06-01,29.7
Norway,2017-05-01,29.6
Norway,2017-04-01,27.6
Norway,2017-03-01,28.9
Norway,2017-02-01,27.2
Norway,2017-01-01,21
Norway,2016-12-01,19.4
Norway,2016-11-01,25.4
Norway,2016-10-01,21.4
Norway,2016-09-01,22
Norway,2016-08-01,23.6
Norway,2016-07-01,22.6
Norway,2016-06-01,19
Norway,2016-05-01,1749.3
Norway,2016-04-01,16.9
Norway,2016-03-01,13.9
Norway,2016-02-01,18.4
Norway,2016-01-01,18.4
Norway,2015-12-01,34.5
Norway,2015-11-01,22.8
Norway,2015-10-01,33.5
Norway,2015-09-01,26.6
Norway,2015-08-01,23.6
Norway,2015-07-01,24.1
Norway,2015-06-01,22.5
Norway,2015-05-01,32
Norway,2015-04-01,27.1
Norway,2015-03-01,26.7
Norway,2015-02-01,29.5
Norway,2015-01-01,29.2
Norway,2014-12-01,37
Norway,2014-11-01,44.2
Norway,2014-10-01,33.5
Norway,2014-09-01,46.7
Norway,2014-08-01,45.7
Norway,2014-07-01,41.3
Norway,2014-06-01,54.2
Norway,2014-05-01,54.6
Norway,2014-04-01,46.4
Norway,2014-03-01,47.1
Norway,2014-02-01,46.9
Norway,2014-01-01,61
Norway,2013-12-01,48.5
Norway,2013-11-01,49.4
Norway,2013-10-01,50.2
Norway,2013-09-01,40.4
Norway,2013-08-01,48.2
Norway,2013-07-01,37.8
Norway,2013-06-01,998
Norway,2013-05-01,31.8
Norway,2013-04-01,50.3
Norway,2013-03-01,58.2
Norway,2013-02-01,35.1
Norway,2013-01-01,46.1
Norway,2012-12-01,38.7
Norway,2012-11-01,47.6
Norway,2012-10-01,39.6
Norway,2012-09-01,37.3
Norway,2012-08-01,47.8
Norway,2012-07-01,35
Norway,2012-06-01,59.3
Norway,2012-05-01,57.8
Norway,2012-04-01,50.1
Norway,2012-03-01,97.8
Norway,2012-02-01,71.3
Norway,2012-01-01,54.2
Norway,2011-12-01,49.9
Norway,2011-11-01,43
Norway,2011-10-01,54.4
Norway,2011-09-01,48.4
Norway,2011-08-01,482.7
Norway,2011-07-01,55.9
Norway,2011-06-01,42.9
Norway,2011-05-01,56.2
Norway,2011-04-01,46.3
Norway,2011-03-01,55.2
Norway,2011-02-01,588.8
Norway,2011-01-01,47.4
Norway,2010-12-01,31
Norway,2010-11-01,37
Norway,2010-10-01,22
Norway,2010-09-01,32
Norway,2010-08-01,25.9
Norway,2010-07-01,44.8
Norway,2010-06-01,22.3
Norway,2010-05-01,41.6
Norway,2010-04-01,37.3
Norway,2010-03-01,39.9
Norway,2010-02-01,24.8
Norway,2010-01-01,33.6
Norway,2009-12-01,36
Norway,2009-11-01,33.5
Norway,2009-10-01,34.8
Norway,2009-09-01,22.9
Norway,2009-08-01,29.9
Norway,2009-07-01,27.1
Norway,2009-06-01,37.2
Norway,2009-05-01,28.3
Norway,2009-04-01,19.4
Norway,2009-03-01,22
Norway,2009-02-01,15
Norway,2009-01-01,14.3
Norway,2008-12-01,19
Norway,2008-11-01,31.5
Norway,2008-10-01,32.1
Norway,2008-09-01,58.1
Norway,2008-08-01,54.3
Norway,2008-07-01,54.7
Norway,2008-06-01,46.2
Norway,2008-05-01,39.3
Norway,2008-04-01,40.4
Norway,2008-03-01,35.2
Norway,2008-02-01,45.8
Norway,2008-01-01,44.7
Norway,2007-12-01,39.8
Norway,2007-11-01,36.8
Norway,2007-10-01,39.8
Norway,2007-09-01,33.8
Norway,2007-08-01,27.9
Norway,2007-07-01,28.4
Norway,2007-06-01,20.1
Norway,2007-05-01,21.7
Norway,2007-04-01,24.3
Norway,2007-03-01,31
Norway,2007-02-01,20.2
Norway,2007-01-01,24.9
Norway,2006-12-01,28
Norway,2006-11-01,31.1
Norway,2006-10-01,32.7
Norway,2006-09-01,30.6
Norway,2006-08-01,28
Norway,2006-07-01,17.8
Norway,2006-06-01,38.4
Norway,2006-05-01,26.7
Norway,2006-04-01,26.6
Norway,2006-03-01,25.8
Norway,2006-02-01,24.7
Norway,2006-01-01,18.2
Norway,2005-12-01,27.2
Norway,2005-11-01,19.7
Norway,2005-10-01,24.8
Norway,2005-09-01,31.9
Norway,2005-08-01,25
Norway,2005-07-01,27.9
Norway,2005-06-01,26.8
Norway,2005-05-01,27.7
Norway,2005-04-01,31.3
Norway,2005-03-01,19.4
Norway,2005-02-01,17.9
Norway,2005-01-01,19.8
Norway,2004-12-01,17.5
Norway,2004-11-01,21.4
Norway,2004-10-01,22.3
Norway,2004-09-01,20.4
Norway,2004-08-01,16.8
Norway,2004-07-01,23.9
Norway,2004-06-01,18.6
Norway,2004-05-01,19.9
Norway,2004-04-01,17.4
Norway,2004-03-01,15.9
Norway,2004-02-01,17.4
Norway,2004-01-01,17.9
Norway,2003-12-01,24
Norway,2003-11-01,16.8
Norway,2003-10-01,12.1
Norway,2003-09-01,18.3
Norway,2003-08-01,13.8
Norway,2003-07-01,15.9
Norway,2003-06-01,16.1
Norway,2003-05-01,8.4
Norway,2003-04-01,21.1
Norway,2003-03-01,17.3
Norway,2003-02-01,22.2
Norway,2003-01-01,17.6
Poland,2025-01-01,33.1
Poland,2024-12-01,21.4
Poland,2024-11-01,24.5
Poland,2024-10-01,24.8
Poland,2024-09-01,23.6
Poland,2024-08-01,24.7
Poland,2024-07-01,26.1
Poland,2024-06-01,27.5
Poland,2024-05-01,37.4
Poland,2024-04-01,31
Poland,2024-03-01,23.6
Poland,2024-02-01,26.3
Poland,2024-01-01,27.8
Poland,2023-12-01,23.4
Poland,2023-11-01,26.3
Poland,2023-10-01,24.4
Poland,2023-09-01,23.4
Poland,2023-08-01,26.5
Poland,2023-07-01,27.4
Poland,2023-06-01,22
Poland,2023-05-01,28.7
Poland,2023-04-01,21.9
Poland,2023-03-01,24.2
Poland,2023-02-01,20.8
Poland,2023-01-01,24.7
Poland,2022-12-01,22.7
Poland,2022-11-01,22.1
Poland,2022-10-01,17.7
Poland,2022-09-01,20.1
Poland,2022-08-01,18.9
Poland,2022-07-01,27.7
Poland,2022-06-01,16.8
Poland,2022-05-01,22.2
Poland,2022-04-01,26.6
Poland,2022-03-01,22.8
Poland,2022-02-01,22
Poland,2022-01-01,29.8
Poland,2021-12-01,27.3
Poland,2021-11-01,29.6
Poland,2021-10-01,25.8
Poland,2021-09-01,28.8
Poland,2021-08-01,28.8
Poland,2021-07-01,28.6
Poland,2021-06-01,29.1
Poland,2021-05-01,29.7
Poland,2021-04-01,26.9
Poland,2021-03-01,27.3
Poland,2021-02-01,20.5
Poland,2021-01-01,19.5
Poland,2020-12-01,23.6
Poland,2020-11-01,19.1
Poland,2020-10-01,24.1
Poland,2020-09-01,20.3
Poland,2020-08-01,20.3
Poland,2020-07-01,18.3
Poland,2020-06-01,15.3
Poland,2020-05-01,12.4
Poland,2020-04-01,10.6
Poland,2020-03-01,19.4
Poland,2020-02-01,23.4
Poland,2020-01-01,30.7
Poland,2019-12-01,36.1
Poland,2019-11-01,28.1
Poland,2019-10-01,27.6
Poland,2019-09-01,26.7
Poland,2019-08-01,23.3
Poland,2019-07-01,27.6
Poland,2019-06-01,20.8
Poland,2019-05-01,21.5
Poland,2019-04-01,20.9
Poland,2019-03-01,20.1
Poland,2019-02-01,20.9
Poland,2019-01-01,21.8
Poland,2018-12-01,24.1
Poland,2018-11-01,24
Poland,2018-10-01,22.1
Poland,2018-09-01,53.7
Poland,2018-08-01,23.2
Poland,2018-07-01,27.7
Poland,2018-06-01,27.1
Poland,2018-05-01,24.4
Poland,2018-04-01,19.6
Poland,2018-03-01,19.7
Poland,2018-02-01,17.8
Poland,2018-01-01,19.3
Poland,2017-12-01,13.6
Poland,2017-11-01,16.6
Poland,2017-10-01,16.8
Poland,2017-09-01,17.7
Poland,2017-08-01,19.8
Poland,2017-07-01,16.5
Poland,2017-06-01,19.7
Poland,2017-05-01,18.4
Poland,2017-04-01,14.8
Poland,2017-03-01,16.5
Poland,2017-02-01,11.9
Poland,2017-01-01,12.8
Poland,2016-12-01,17.7
Poland,2016-11-01,14.9
Poland,2016-10-01,13.3
Poland,2016-09-01,14.7
Poland,2016-08-01,11.3
Poland,2016-07-01,13.3
Poland,2016-06-01,11.2
Poland,2016-05-01,12.5
Poland,2016-04-01,12.2
Poland,2016-03-01,10.9
Poland,2016-02-01,11.5
Poland,2016-01-01,7.5
Poland,2015-12-01,9.9
Poland,2015-11-01,8.9
Poland,2015-10-01,14.4
Poland,2015-09-01,9
Poland,2015-08-01,11
Poland,2015-07-01,9.8
Poland,2015-06-01,11.7
Poland,2015-05-01,11.6
Poland,2015-04-01,11.4
Poland,2015-03-01,15.9
Poland,2015-02-01,13.6
Poland,2015-01-01,15.8
Poland,2014-12-01,11.7
Poland,2014-11-01,13.5
Poland,2014-10-01,14.6
Poland,2014-09-01,11.9
Poland,2014-08-01,15.8
Poland,2014-07-01,15
Poland,2014-06-01,13.7
Poland,2014-05-01,9.1
Poland,2014-04-01,8.9
Poland,2014-03-01,8.9
Poland,2014-02-01,11.3
Poland,2014-01-01,10.5
Poland,2013-12-01,12.2
Poland,2013-11-01,17.2
Poland,2013-10-01,15.1
Poland,2013-09-01,11.8
Poland,2013-08-01,15.7
Poland,2013-07-01,8.1
Poland,2013-06-01,13.2
Poland,2013-05-01,12.4
Poland,2013-04-01,10.8
Poland,2013-03-01,17.2
Poland,2013-02-01,8.1
Poland,2013-01-01,9.7
Poland,2012-12-01,13
Poland,2012-11-01,20.2
Poland,2012-10-01,16.7
Poland,2012-09-01,22.1
Poland,2012-08-01,13.1
Poland,2012-07-01,21.1
Poland,2012-06-01,19.8
Poland,2012-05-01,18.3
Poland,2012-04-01,13.1
Poland,2012-03-01,29.5
Poland,2012-02-01,12.1
Poland,2012-01-01,26.2
Poland,2011-12-01,15.4
Poland,2011-11-01,20.2
Poland,2011-10-01,24
Poland,2011-09-01,31.7
Poland,2011-08-01,22.4
Poland,2011-07-01,29.4
Poland,2011-06-01,43
Poland,2011-05-01,17.3
Poland,2011-04-01,18.4
Poland,2011-03-01,17.6
Poland,2011-02-01,18.9
Poland,2011-01-01,40.2
Poland,2010-12-01,23.2
Poland,2010-11-01,18.6
Poland,2010-10-01,22.6
Poland,2010-09-01,22.3
Poland,2010-08-01,21.8
Poland,2010-07-01,17.9
Poland,2010-06-01,25.2
Poland,2010-05-01,30.6
Poland,2010-04-01,30.5
Poland,2010-03-01,37.8
Poland,2010-02-01,40.5
Poland,2010-01-01,50.2
Poland,2009-12-01,56
Poland,2009-11-01,47
Poland,2009-10-01,49.4
Poland,2009-09-01,42.1
Poland,2009-08-01,28.6
Poland,2009-07-01,44.4
Poland,2009-06-01,15.2
Poland,2009-05-01,22.4
Poland,2009-04-01,20.6
Poland,2009-03-01,16.6
Poland,2009-02-01,4.9
Poland,2009-01-01,23.5
Poland,2008-12-01,13.3
Poland,2008-11-01,17.3
Poland,2008-10-01,34.5
Poland,2008-09-01,46.4
Poland,2008-08-01,32.7
Poland,2008-07-01,34.9
Poland,2008-06-01,20
Poland,2008-05-01,31
Poland,2008-04-01,24.3
Poland,2008-03-01,30.1
Poland,2008-02-01,30
Poland,2008-01-01,44.9
Poland,2007-12-01,12.9
Poland,2007-11-01,14.5
Poland,2007-10-01,35.4
Poland,2007-09-01,33.1
Poland,2007-08-01,20.3
Poland,2007-07-01,25.2
Poland,2007-06-01,22.5
Poland,2007-05-01,16.2
Poland,2007-04-01,9.5
Poland,2007-03-01,21.4
Poland,2007-02-01,4.5
Poland,2007-01-01,8.4
Poland,2006-12-01,10.5
Poland,2006-11-01,58
Poland,2006-10-01,7.7
Poland,2006-09-01,7.9
Poland,2006-08-01,45.2
Poland,2006-07-01,6.8
Poland,2006-06-01,5.4
Poland,2006-05-01,5
Poland,2006-04-01,5.6
Poland,2006-03-01,8.8
Poland,2006-02-01,8.1
Poland,2006-01-01,4.9
Poland,2005-12-01,22.4
Poland,2005-11-01,11.9
Poland,2005-10-01,10.5
Poland,2005-09-01,35.7
Poland,2005-08-01,9.1
Poland,2005-07-01,3.8
Poland,2005-06-01,3.1
Poland,2005-05-01,4.7
Poland,2005-04-01,3.4
Poland,2005-03-01,4.1
Poland,2005-02-01,11.1
Poland,2005-01-01,18.7
Poland,2004-12-01,24.2
Poland,2004-11-01,26.6
Poland,2004-10-01,23.9
Poland,2004-09-01,13.9
Poland,2004-08-01,18
Poland,2004-07-01,13.7
Poland,2004-06-01,32
Poland,2004-05-01,20.7
Poland,2004-04-01,17.6
Poland,2004-03-01,17.7
Poland,2004-02-01,22.4
Poland,2004-01-01,23.4
Poland,2003-12-01,18.3
Poland,2003-11-01,27
Poland,2003-10-01,23.3
Poland,2003-09-01,27.6
Poland,2003-08-01,19.1
Poland,2003-07-01,16.5
Poland,2003-06-01,10.4
Poland,2003-05-01,9.2
Poland,2003-04-01,14.4
Poland,2003-03-01,10.1
Poland,2003-02-01,6
Poland,2003-01-01,16.9
Portugal,2025-01-01,70.3
Portugal,2024-12-01,52
Portugal,2024-11-01,59.5
Portugal,2024-10-01,49.1
Portugal,2024-09-01,54.4
Portugal,2024-08-01,72.5
Portugal,2024-07-01,74.3
Portugal,2024-06-01,75.8
Portugal,2024-05-01,69.6
Portugal,2024-04-01,52.6
Portugal,2024-03-01,51.2
Portugal,2024-02-01,75
Portugal,2024-01-01,49.9
Portugal,2023-12-01,52.6
Portugal,2023-11-01,74.6
Portugal,2023-10-01,78.5
Portugal,2023-09-01,59.3
Portugal,2023-08-01,59.1
Portugal,2023-07-01,51
Portugal,2023-06-01,56.8
Portugal,2023-05-01,48.5
Portugal,2023-04-01,45.6
Portugal,2023-03-01,60.6
Portugal,2023-02-01,55.1
Portugal,2023-01-01,52.5
Portugal,2022-12-01,75.4
Portugal,2022-11-01,60.7
Portugal,2022-10-01,66.4
Portugal,2022-09-01,131.3
Portugal,2022-08-01,74.5
Portugal,2022-07-01,86.9
Portugal,2022-06-01,79.4
Portugal,2022-05-01,72.7
Portugal,2022-04-01,88.9
Portugal,2022-03-01,59.2
Portugal,2022-02-01,57.5
Portugal,2022-01-01,48
Portugal,2021-12-01,48.4
Portugal,2021-11-01,58.1
Portugal,2021-10-01,48.8
Portugal,2021-09-01,40.6
Portugal,2021-08-01,53.6
Portugal,2021-07-01,40
Portugal,2021-06-01,39
Portugal,2021-05-01,39.7
Portugal,2021-04-01,40.3
Portugal,2021-03-01,38.9
Portugal,2021-02-01,30.4
Portugal,2021-01-01,42.5
Portugal,2020-12-01,25.2
Portugal,2020-11-01,30.5
Portugal,2020-10-01,26.2
Portugal,2020-09-01,21
Portugal,2020-08-01,25.3
Portugal,2020-07-01,23.3
Portugal,2020-06-01,18.2
Portugal,2020-05-01,12.3
Portugal,2020-04-01,17.6
Portugal,2020-03-01,34.4
Portugal,2020-02-01,44.9
Portugal,2020-01-01,72.5
Portugal,2019-12-01,20.4
Portugal,2019-11-01,24
Portugal,2019-10-01,31
Portugal,2019-09-01,40.6
Portugal,2019-08-01,40.6
Portugal,2019-07-01,40.8
Portugal,2019-06-01,46
Portugal,2019-05-01,33.6
Portugal,2019-04-01,29.8
Portugal,2019-03-01,32.4
Portugal,2019-02-01,33.8
Portugal,2019-01-01,37.6
Portugal,2018-12-01,46.2
Portugal,2018-11-01,49.9
Portugal,2018-10-01,47.7
Portugal,2018-09-01,38.9
Portugal,2018-08-01,46.1
Portugal,2018-07-01,32.7
Portugal,2018-06-01,51.7
Portugal,2018-05-01,37.8
Portugal,2018-04-01,40.4
Portugal,2018-03-01,44.1
Portugal,2018-02-01,49.4
Portugal,2018-01-01,33.1
Portugal,2017-12-01,44.9
Portugal,2017-11-01,26.7
Portugal,2017-10-01,44.1
Portugal,2017-09-01,33.8
Portugal,2017-08-01,31.2
Portugal,2017-07-01,28.5
Portugal,2017-06-01,28
Portugal,2017-05-01,33.2
Portugal,2017-04-01,29.9
Portugal,2017-03-01,18.3
Portugal,2017-02-01,29.3
Portugal,2017-01-01,20.2
Portugal,2016-12-01,18.6
Portugal,2016-11-01,20.1
Portugal,2016-10-01,23.5
Portugal,2016-09-01,16
Portugal,2016-08-01,19.6
Portugal,2016-07-01,29
Portugal,2016-06-01,22.5
Portugal,2016-05-01,19.6
Portugal,2016-04-01,16.8
Portugal,2016-03-01,16.6
Portugal,2016-02-01,11.5
Portugal,2016-01-01,11.7
Portugal,2015-12-01,14.1
Portugal,2015-11-01,11.5
Portugal,2015-10-01,15.6
Portugal,2015-09-01,9
Portugal,2015-08-01,15.8
Portugal,2015-07-01,15.2
Portugal,2015-06-01,11.3
Portugal,2015-05-01,12.6
Portugal,2015-04-01,14.1
Portugal,2015-03-01,9.1
Portugal,2015-02-01,11.7
Portugal,2015-01-01,7.7
Portugal,2014-12-01,8.4
Portugal,2014-11-01,20.7
Portugal,2014-10-01,17
Portugal,2014-09-01,11.4
Portugal,2014-08-01,11.7
Portugal,2014-07-01,11.2
Portugal,2014-06-01,8.7
Portugal,2014-05-01,5.6
Portugal,2014-04-01,9.5
Portugal,2014-03-01,3.4
Portugal,2014-02-01,3
Portugal,2014-01-01,4.3
Portugal,2013-12-01,4.3
Portugal,2013-11-01,2.4
Portugal,2013-10-01,1.9
Portugal,2013-09-01,1.6
Portugal,2013-08-01,2
Portugal,2013-07-01,1.9
Portugal,2013-06-01,2.6
Portugal,2013-05-01,0.8
Portugal,2013-04-01,2.6
Portugal,2013-03-01,2.7
Portugal,2013-02-01,2.3
Portugal,2013-01-01,1.6
Portugal,2012-12-01,2
Portugal,2012-11-01,2.7
Portugal,2012-10-01,6.6
Portugal,2012-09-01,1.3
Portugal,2012-08-01,2
Portugal,2012-07-01,2.1
Portugal,2012-06-01,3.5
Portugal,2012-05-01,5.8
Portugal,2012-04-01,1.7
Portugal,2012-03-01,3.6
Portugal,2012-02-01,4.4
Portugal,2012-01-01,2.7
Portugal,2011-12-01,5.2
Portugal,2011-11-01,1.1
Portugal,2011-10-01,1.7
Portugal,2011-09-01,3.4
Portugal,2011-08-01,2.3
Portugal,2011-07-01,19.4
Portugal,2011-06-01,11.4
Portugal,2011-05-01,14.5
Portugal,2011-04-01,12.7
Portugal,2011-03-01,11.1
Portugal,2011-02-01,9.3
Portugal,2011-01-01,10.1
Portugal,2010-12-01,7.9
Portugal,2010-11-01,7.2
Portugal,2010-10-01,6.6
Portugal,2010-09-01,2.3
Portugal,2010-08-01,6.2
Portugal,2010-07-01,4.4
Portugal,2010-06-01,2.4
Portugal,2010-05-01,5.9
Portugal,2010-04-01,6.8
Portugal,2010-03-01,6.1
Portugal,2010-02-01,3.2
Portugal,2010-01-01,4.1
Portugal,2009-12-01,3.8
Portugal,2009-11-01,3
Portugal,2009-10-01,3.7
Portugal,2009-09-01,3.4
Portugal,2009-08-01,3.9
Portugal,2009-07-01,2.5
Portugal,2009-06-01,1.7
Portugal,2009-05-01,2.5
Portugal,2009-04-01,2.8
Portugal,2009-03-01,1.5
Portugal,2009-02-01,2.1
Portugal,2009-01-01,2.9
Portugal,2008-12-01,2.9
Portugal,2008-11-01,4.2
Portugal,2008-10-01,3.7
Portugal,2008-09-01,8.1
Portugal,2008-08-01,3
Portugal,2008-07-01,4
Portugal,2008-06-01,8.4
Portugal,2008-05-01,5.3
Portugal,2008-04-01,6.1
Portugal,2008-03-01,5.3
Portugal,2008-02-01,4.5
Portugal,2008-01-01,75.8
Portugal,2007-12-01,3.2
Portugal,2007-11-01,4
Portugal,2007-10-01,6.6
Portugal,2007-09-01,6
Portugal,2007-08-01,4
Portugal,2007-07-01,8.5
Portugal,2007-06-01,4.9
Portugal,2007-05-01,7
Portugal,2007-04-01,4.7
Portugal,2007-03-01,7.4
Portugal,2007-02-01,5.9
Portugal,2007-01-01,3.8
Portugal,2006-12-01,3
Portugal,2006-11-01,4.3
Portugal,2006-10-01,6.4
Portugal,2006-09-01,4.4
Portugal,2006-08-01,6
Portugal,2006-07-01,5.8
Portugal,2006-06-01,6.4
Portugal,2006-05-01,4
Portugal,2006-04-01,5
Portugal,2006-03-01,5
Portugal,2006-02-01,3.6
Portugal,2006-01-01,3.8
Portugal,2005-12-01,3.8
Portugal,2005-11-01,6.2
Portugal,2005-10-01,5.3
Portugal,2005-09-01,4.4
Portugal,2005-08-01,4.8
Portugal,2005-07-01,2.8
Portugal,2005-06-01,3
Portugal,2005-05-01,3
Portugal,2005-04-01,3.2
Portugal,2005-03-01,3.7
Portugal,2005-02-01,3
Portugal,2005-01-01,2.1
Portugal,2004-12-01,1.5
Portugal,2004-11-01,4
Portugal,2004-10-01,2.7
Portugal,2004-09-01,3.1
Portugal,2004-08-01,2.8
Portugal,2004-07-01,3.1
Portugal,2004-06-01,4.2
Portugal,2004-05-01,5.6
Portugal,2004-04-01,3.5
Portugal,2004-03-01,27.2
Portugal,2004-02-01,2.8
Portugal,2004-01-01,15
Portugal,2003-12-01,2
Portugal,2003-11-01,2.8
Portugal,2003-10-01,4.2
Portugal,2003-09-01,14.5
Portugal,2003-08-01,4.6
Portugal,2003-07-01,14.6
Portugal,2003-06-01,3.5
Portugal,2003-05-01,14.4
Portugal,2003-04-01,6.3
Portugal,2003-03-01,13.6
Portugal,2003-02-01,2.1
Portugal,2003-01-01,2.8
Romania,2025-01-01,3.9
Romania,2024-12-01,3.1
Romania,2024-11-01,6.3
Romania,2024-10-01,3.3
Romania,2024-09-01,3.8
Romania,2024-08-01,4.4
Romania,2024-07-01,4.9
Romania,2024-06-01,3.1
Romania,2024-05-01,3.3
Romania,2024-04-01,2.1
Romania,2024-03-01,3.8
Romania,2024-02-01,2.8
Romania,2024-01-01,3.6
Romania,2023-12-01,6.7
Romania,2023-11-01,4
Romania,2023-10-01,3.2
Romania,2023-09-01,2.5
Romania,2023-08-01,3.2
Romania,2023-07-01,4.4
Romania,2023-06-01,2.5
Romania,2023-05-01,3.4
Romania,2023-04-01,2.5
Romania,2023-03-01,3.1
Romania,2023-02-01,7.4
Romania,2023-01-01,11.2
Romania,2022-12-01,2.7
Romania,2022-11-01,15.6
Romania,2022-10-01,1.9
Romania,2022-09-01,5.4
Romania,2022-08-01,1.5
Romania,2022-07-01,7.4
Romania,2022-06-01,9.7
Romania,2022-05-01,20.3
Romania,2022-04-01,5.8
Romania,2022-03-01,10.7
Romania,2022-02-01,4
Romania,2022-01-01,1.5
Romania,2021-12-01,5.1
Romania,2021-11-01,2.4
Romania,2021-10-01,2.3
Romania,2021-09-01,2.7
Romania,2021-08-01,2.2
Romania,2021-07-01,1.4
Romania,2021-06-01,1.9
Romania,2021-05-01,2.2
Romania,2021-04-01,1.7
Romania,2021-03-01,1.7
Romania,2021-02-01,1.1
Romania,2021-01-01,1
Romania,2020-12-01,2.1
Romania,2020-11-01,3.3
Romania,2020-10-01,19
Romania,2020-09-01,1.3
Romania,2020-08-01,1.8
Romania,2020-07-01,1.4
Romania,2020-06-01,1.7
Romania,2020-05-01,1.6
Romania,2020-04-01,1.5
Romania,2020-03-01,0.5
Romania,2020-02-01,0.8
Romania,2020-01-01,0.9
Romania,2019-12-01,0.6
Romania,2019-11-01,0.8
Romania,2019-10-01,0.9
Romania,2019-09-01,1.9
Romania,2019-08-01,1.2
Romania,2019-07-01,1.3
Romania,2019-06-01,1.2
Romania,2019-05-01,2
Romania,2019-04-01,0.7
Romania,2019-03-01,1.4
Romania,2019-02-01,0.8
Romania,2019-01-01,1.1
Romania,2018-12-01,3
Romania,2018-11-01,1.1
Romania,2018-10-01,1.6
Romania,2018-09-01,1.6
Romania,2018-08-01,1.1
Romania,2018-07-01,1.4
Romania,2018-06-01,1.3
Romania,2018-05-01,1.5
Romania,2018-04-01,1.7
Romania,2018-03-01,1.4
Romania,2018-02-01,0.5
Romania,2018-01-01,1.3
Romania,2017-12-01,2.4
Romania,2017-11-01,0.7
Romania,2017-10-01,1.6
Romania,2017-09-01,2
Romania,2017-08-01,3.2
Romania,2017-07-01,1.3
Romania,2017-06-01,1.3
Romania,2017-05-01,1.3
Romania,2017-04-01,1.5
Romania,2017-03-01,1.1
Romania,2017-02-01,0.8
Romania,2017-01-01,1.9
Romania,2016-12-01,1.2
Romania,2016-11-01,2
Romania,2016-10-01,1.9
Romania,2016-09-01,1
Romania,2016-08-01,0.8
Romania,2016-07-01,1.7
Romania,2016-06-01,2.2
Romania,2016-05-01,2.5
Romania,2016-04-01,3.4
Romania,2016-03-01,1.3
Romania,2016-02-01,0.8
Romania,2016-01-01,0.7
Romania,2015-12-01,0.7
Romania,2015-11-01,0.6
Romania,2015-10-01,1.2
Romania,2015-09-01,0.4
Romania,2015-08-01,1.2
Romania,2015-07-01,0.7
Romania,2015-06-01,0.9
Romania,2015-05-01,0.9
Romania,2015-04-01,3.2
Romania,2015-03-01,2
Romania,2015-02-01,2.6
Romania,2015-01-01,1.2
Romania,2014-12-01,2.9
Romania,2014-11-01,0.9
Romania,2014-10-01,1.1
Romania,2014-09-01,1.5
Romania,2014-08-01,0.9
Romania,2014-07-01,0.8
Romania,2014-06-01,1.5
Romania,2014-05-01,4.5
Romania,2014-04-01,2.2
Romania,2014-03-01,0.9
Romania,2014-02-01,1.2
Romania,2014-01-01,2
Romania,2013-12-01,0.8
Romania,2013-11-01,2.6
Romania,2013-10-01,1.7
Romania,2013-09-01,2.5
Romania,2013-08-01,1.8
Romania,2013-07-01,0.7
Romania,2013-06-01,0.6
Romania,2013-05-01,1.4
Romania,2013-04-01,3.3
Romania,2013-03-01,4.7
Romania,2013-02-01,1.8
Romania,2013-01-01,3.2
Romania,2012-12-01,2.7
Romania,2012-11-01,2.3
Romania,2012-10-01,2.7
Romania,2012-09-01,2.6
Romania,2012-08-01,2.7
Romania,2012-07-01,4
Romania,2012-06-01,4.2
Romania,2012-05-01,3.5
Romania,2012-04-01,3.1
Romania,2012-03-01,1.9
Romania,2012-02-01,2.1
Romania,2012-01-01,1.9
Romania,2011-12-01,2.1
Romania,2011-11-01,4.8
Romania,2011-10-01,2
Romania,2011-09-01,2.2
Romania,2011-08-01,2
Romania,2011-07-01,6.2
Romania,2011-06-01,1.2
Romania,2011-05-01,4.8
Romania,2011-04-01,4.3
Romania,2011-03-01,5.3
Romania,2011-02-01,3.9
Romania,2011-01-01,4.3
Romania,2010-12-01,3.7
Romania,2010-11-01,8.2
Romania,2010-10-01,17.6
Romania,2010-09-01,8.2
Romania,2010-08-01,7.7
Romania,2010-07-01,1.2
Romania,2010-06-01,1.9
Romania,2010-05-01,4.3
Romania,2010-04-01,4.1
Romania,2010-03-01,2.2
Romania,2010-02-01,2.8
Romania,2010-01-01,3.9
Romania,2009-12-01,2.1
Romania,2009-11-01,1.8
Romania,2009-10-01,1.4
Romania,2009-09-01,7.2
Romania,2009-08-01,2.2
Romania,2009-07-01,1.7
Romania,2009-06-01,2.5
Romania,2009-05-01,2.4
Romania,2009-04-01,3.1
Romania,2009-03-01,1.2
Romania,2009-02-01,1.8
Romania,2009-01-01,2.7
Romania,2008-12-01,1.6
Romania,2008-11-01,5.7
Romania,2008-10-01,4
Romania,2008-09-01,3.1
Romania,2008-08-01,3.8
Romania,2008-07-01,2.7
Romania,2008-06-01,2.4
Romania,2008-05-01,3.3
Romania,2008-04-01,3
Romania,2008-03-01,2.8
Romania,2008-02-01,4.5
Romania,2008-01-01,3.1
Romania,2007-12-01,2.2
Romania,2007-11-01,3.4
Romania,2007-10-01,6.3
Romania,2007-09-01,3.8
Romania,2007-08-01,2.7
Romania,2007-07-01,3.7
Romania,2007-06-01,0.7
Romania,2007-05-01,1
Romania,2007-04-01,1.1
Romania,2007-03-01,1.3
Romania,2007-02-01,1.3
Romania,2007-01-01,1.1
Romania,2006-12-01,0.8
Romania,2006-11-01,0.9
Romania,2006-10-01,1.8
Romania,2006-09-01,1.3
Romania,2006-08-01,1
Romania,2006-07-01,1.5
